"borrowing","lemma","lang","context","newspaper","url","date","section","start_token","end_token"
"big band","big band","ENG","moderna, porque esta mítica 'big band' de 'soft' rock","elpais","https://elviajero.elpais.com/elviajero/2020/07/30/actualidad/1596094869_250970.html","Saturday, 01 August 2020","portada","1123","1125"
"big band","big band","ENG","evidente. Desde el son de big band de Benny Moré en los cincuenta","lavanguardia","https://www.lavanguardia.com/musica/20200816/482808024713/funk-hip-hop-embargo-artistas-cubanos-trump.html","Sunday, 16 August 2020","portada","114","116"
"big bang","big bang","ENG","big bang’. El ‘big bang’.. . ","elpais","https://elpais.com/elpais/2020/08/12/eps/1597252758_744848.html","Sunday, 16 August 2020","portada","8","10"
"big bang","big bang","ENG","de Europa. Koeman fue el big bang del equipo de Cruyff. Bartomeu","elpais","https://elpais.com/deportes/2020-08-19/el-vigor-de-la-marca-koeman.html","Wednesday, 19 August 2020","portada","589","591"
"big bang","big bang","ENG","El ‘big bang’. El ‘big bang","elpais","https://elpais.com/elpais/2020/08/12/eps/1597252758_744848.html","Sunday, 16 August 2020","portada","2","4"
"big bang","big bang","ENG","Pero en 1986 llegó el 'big bang' financiero y se convirtió en","elpais","https://elpais.com/economia/2020-08-21/el-triple-salto-mortal-de-la-ciudad-de-londres.html","Friday, 21 August 2020","portada","221","223"
"big blackout","big blackout","ENG","durante los últimos meses del 'big blackout' que asoló la Península como","lavanguardia","https://www.lavanguardia.com/cultura/20200825/483018346173/diez-novelas-rentree-literaria-espanol.html","Tuesday, 25 August 2020","portada","690","692"
"big data","big data","ENG","la puesta en marcha del 'Big Data' y el análisis es una","20minutos","https://www.20minutos.es/noticia/4359658/0/las-empresas-que-apuesten-por-la-digitalizacion-seran-las-que-mejor-se-adapten-a-la-nueva-normalidad/","Monday, 24 August 2020","economia","361","363"
"big data","big data","ENG","la puesta en marcha del 'Big Data' y el teletrabajo son tendencias","20minutos","https://www.20minutos.es/noticia/4359658/0/las-empresas-que-apuesten-por-la-digitalizacion-seran-las-que-mejor-se-adapten-a-la-nueva-normalidad/","Monday, 24 August 2020","economia","155","157"
"big data","big data","ENG","posible caída del emperador del 'big data'. Algunos expertos consideran que","elpais","https://retina.elpais.com/retina/2020/08/18/tendencias/1597765232_831435.html","Tuesday, 18 August 2020","portada","2056","2058"
"big data","big data","ENG","Su algoritmo echa mano del 'big data' porque Genetsis adquiere a terceros","elpais","https://elpais.com/economia/2020-08-30/el-empresario-de-arrakis-prueba-suerte-en-china.html","Sunday, 30 August 2020","portada","972","974"
"big data","big data","ENG","y rastreos a partir de 'big data'; el Politburó señalaba que","elpais","https://elpais.com/economia/2020-08-09/china-inicia-una-nueva-guerra-popular-para-recuperar-la-economia.html","Monday, 10 August 2020","portada","903","905"
"big data","big data","ENG",", Inteligencia Artificial y Robótica, Big Data y IoT o la Conectividad global","lavanguardia","https://www.lavanguardia.com/economia/20200811/482695274181/barcelona-new-economy-week-mostrara-retos-oportunidades-traera-nueva-economia-brl.html","Tuesday, 11 August 2020","economia","641","643"
"big data","big data","ENG",", que es arquitecto de 'big data' e inteligencia artificial.. . ","elpais","https://elpais.com/revista-de-verano/2020-08-06/nerea-luis-de-fan-del-manga-a-doctora-en-inteligencia-artificial.html","Thursday, 06 August 2020","portada","537","539"
"big data","big data","ENG",". . Perfiles como los desarrolladores 'Big Data', lingüistas computacionales o consultores","20minutos","https://www.20minutos.es/noticia/4364977/0/espana-es-el-pais-europeo-donde-mas-crece-el-numero-de-empresas-que-buscan-especialistas-tic/","Monday, 31 August 2020","economia","305","307"
"big data","big data","ENG",". La empresa especializada en 'big data' apunta también que, en","elpais","https://cincodias.elpais.com/cincodias/2020/08/07/economia/1596813682_273678.html","Saturday, 08 August 2020","portada","779","781"
"big data","big data","ENG",".. . Este experto en 'big data', que asegura no haber","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-26/tuiteros-datos-coronavirus-espana-covid-gobierno_2724595/","Wednesday, 26 August 2020","tecnologia","470","472"
"big data","big data","ENG","además de incorporar tecnología como 'big data' e inteligencia artificial, expuso","efe","https://www.efe.com/efe/espana/mexico-empresas/secretaria-de-turismo-relanza-el-sitio-visit-mexico-tras-criticas-y-burlas/50001436-4327595","Tuesday, 25 August 2020","portada","189","191"
"big data","big data","ENG","administración conectada, ciberseguridad o 'big data', entre muchos otras.","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-10/cables-submarinos-espana-google-bilbao-negocio_2706736/","Monday, 10 August 2020","tecnologia","109","111"
"big data","big data","ENG","ajena en la era del 'big data' es pavorosa. Tanto,","lavanguardia","https://www.lavanguardia.com/opinion/20200814/482805397090/todo-sobre-kamala-harris.html","Friday, 14 August 2020","portada","312","314"
"big data","big data","ENG","como la inteligencia artificial, 'big data' y 'blockchain,'","elpais","https://elpais.com/economia/2020/08/03/actualidad/1596482486_794593.html","Tuesday, 04 August 2020","portada","866","868"
"big data","big data","ENG","como los drones, el ‘big data’ o la Inteligencia Artificial hacen","lavanguardia","https://www.lavanguardia.com/comer/20200801/27245/innovacion-saludable-campo-mesa.html","Saturday, 01 August 2020","portada","172","174"
"big data","big data","ENG","de la estadística y del 'big data' en otros ámbitos, se","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-26/tuiteros-datos-coronavirus-espana-covid-gobierno_2724595/","Wednesday, 26 August 2020","tecnologia","115","117"
"big data","big data","ENG","Desarrollo en aplicaciones web y 'big data'), la actividad física","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/educacion/2020-08-30/formacion-profesional-dual-practicas-cesur-bra_2723468/","Sunday, 30 August 2020","gente","817","819"
"big data","big data","ENG","drones o los modelos de 'big data' e Inteligencia Artificial.  ","lavanguardia","https://www.lavanguardia.com/comer/20200801/27245/innovacion-saludable-campo-mesa.html","Saturday, 01 August 2020","portada","927","929"
"big data","big data","ENG","Drones, robots y ‘big data’: tecnología punta contra los","elpais","https://retina.elpais.com/retina/2020/08/08/innovacion/1596890172_365849.html","Sunday, 09 August 2020","portada","5","7"
"big data","big data","ENG","explotación emocional por culpa del 'big data,' convirtiendo su intimidad en","elpais","https://elpais.com/elpais/2020/08/27/icon/1598524396_389508.html","Thursday, 27 August 2020","portada","638","640"
"big data","big data","ENG","formación en tecnologías como el 'big data', inteligencia artificial (IA","elpais","https://elpais.com/tecnologia/con-proposito/2020-08-04/tecnologia-para-garantizar-la-igualdad.html","Tuesday, 04 August 2020","portada","786","788"
"big data","big data","ENG","fue Palantir, una empresa de big data que al principio hizo espionaje para","eldiario","https://www.eldiario.es/tecnologia/multinacionales-digitales-monopolio-control-negocio_130_6137536.html","Saturday, 15 August 2020","portada","287","289"
"big data","big data","ENG","G y la blockchain o el big data y el machine learning, ha","lavanguardia","https://www.lavanguardia.com/tecnologia/20200808/482697474203/educacion-invisible-era-coronavirus.html","Saturday, 08 August 2020","tecnologia","387","389"
"big data","big data","ENG","internet de las cosas, el Big Data y blockchain, los cuales ponen","elpais","https://elpais.com/economia/2020/08/06/actualidad/1596674123_740618.html","Saturday, 08 August 2020","portada","208","210"
"big data","big data","ENG","la inteligencia artificial o el 'big data'. Sin embargo, las","elpais","https://retina.elpais.com/retina/2020/08/21/tendencias/1598004506_689875.html","Sunday, 23 August 2020","portada","128","130"
"big data","big data","ENG","modelos matemáticos muy precisos, el big data y la inteligencia artificial permiten desarrollar","elpais","https://retina.elpais.com/retina/2020/08/08/innovacion/1596890172_365849.html","Sunday, 09 August 2020","portada","577","579"
"big data","big data","ENG","no nos olvidemos, al 'big data', esa información de nuestro","eldiario","https://www.eldiario.es/opinion/zona-critica/cuentas-pago-basicas-bancos-vender-fu-fa_129_6180640.html","Thursday, 27 August 2020","portada","554","556"
"big data","big data","ENG","Olmo montó ""un centro de big data"" fuera de la sede de","eldiario","https://www.eldiario.es/politica/exabogado-denuncio-juez-autocontrataciones-neurona-no-demostrar-han-dicho_1_6162118.html","Thursday, 13 August 2020","portada","833","835"
"big data","big data","ENG","programación, inteligencia artificial y 'big data' son un plus. “","elpais","https://elpais.com/tecnologia/con-proposito/2020-08-04/tecnologia-para-garantizar-la-igualdad.html","Tuesday, 04 August 2020","portada","1172","1174"
"big data","big data","ENG","proporcionadas por sus sistemas de 'big data', y también por un","elpais","https://retina.elpais.com/retina/2020/08/21/tendencias/1598004506_689875.html","Sunday, 23 August 2020","portada","787","789"
"big data","big data","ENG","son las que utilizan el 'big data', la inteligencia artificial,","lavanguardia","https://www.lavanguardia.com/economia/20200829/483143681197/digitalizacion-y-activos-intangibles.html","Saturday, 29 August 2020","portada","197","199"
"big data","big data","ENG","(6%) y 'Big Data' (5%) son","20minutos","https://www.20minutos.es/noticia/4364789/0/llega-el-south-summit-la-cita-de-los-emprendedores-un-30-de-las-100-startups-finalistas-son-espanolas/","Monday, 31 August 2020","economia","428","430"
"big data","big data","ENG",". . De animación 3D a 'big data'. . Aunque todavía se siguen","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/educacion/2020-08-30/formacion-profesional-dual-practicas-cesur-bra_2723468/","Sunday, 30 August 2020","gente","625","627"
"big data","big data","ENG",". . Este gigante utiliza el 'big data' no solo para analizar la","elpais","https://retina.elpais.com/retina/2020/08/21/tendencias/1598004506_689875.html","Sunday, 23 August 2020","portada","486","488"
"big data","big data","ENG","competitivo gracias a la aplicación del big data y la inteligencia artificial.. . ","abc","https://www.abc.es/economia/abci-cinco-claves-sobre-vivienda-y-empresas-tecnologicas-202008140212_noticia.html","Friday, 14 August 2020","economia","235","237"
"big data","big data","ENG","decidió impulsar los sectores del ‘big data’ y de la industria de","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-30/hospitales-china-sanidad-online-coronavirus_2727275/","Sunday, 30 August 2020","tecnologia","1403","1405"
"big data","big data","ENG","entra en el juego el 'Big Data' y el 'machine learning","20minutos","https://www.20minutos.es/noticia/4336863/0/conoces-los-beneficios-de-la-publicidad-programatica/","Tuesday, 11 August 2020","tecnologia","137","139"
"big data","big data","ENG","gracias a sofisticados sistemas de ‘big data’. . Un sol de justicia","elpais","https://retina.elpais.com/retina/2020/08/21/tendencias/1598004506_689875.html","Sunday, 23 August 2020","portada","32","34"
"big data","big data","ENG","Gracias al estudio con el 'big data' han llegado incluso a establecer","20minutos","https://www.20minutos.es/deportes/noticia/4355053/0/ranking-pilotos-mas-rapidos-historia-f1-senna/","Tuesday, 18 August 2020","deporte","419","421"
"big five","big five","ENG","sido espectacular, cubrimos los 'big five' en menos de tres horas","elpais","https://elpais.com/elpais/2020/08/27/paco_nadal/1598516394_917242.html","Thursday, 27 August 2020","portada","599","601"
"big tech","big tech","ENG",", apunta De Haro—. Las 'big tech' están bajo la lupa pública","elpais","https://retina.elpais.com/retina/2020/08/24/innovacion/1598260343_057916.html","Monday, 24 August 2020","portada","1188","1190"
"big tech","big tech","ENG","los pocos fundadores de una 'big tech' que mantiene su cargo de","elpais","https://retina.elpais.com/retina/2020/08/18/tendencias/1597765232_831435.html","Tuesday, 18 August 2020","portada","1981","1983"
"big tech","big tech","ENG","rebatir el poder de las ‘big tech’. . El pasado 29 de","elpais","https://retina.elpais.com/retina/2020/08/24/innovacion/1598260343_057916.html","Monday, 24 August 2020","portada","51","53"
"big three","big three","ENG","Con Iberostar se cierra el 'big three' de las grandes cadenas que","elpais","https://elpais.com/economia/2020-08-17/los-hoteles-van-a-la-caza-del-turista-nacional-con-descuentos-del-20.html","Monday, 17 August 2020","portada","754","756"
"biohackers","biohacker","ENG","estas prácticas. Unidos a 'biohackers' y otros científicos chinos,","elconfidencial","https://www.elconfidencial.com/tecnologia/ciencia/2020-08-12/dudas-vacuna-rusa-fiarse-putin-anuncio-proceso_2710944/","Wednesday, 12 August 2020","tecnologia","286","287"
"biohackers","biohacker","ENG","los únicos, también hay 'biohackers' como Josiah Zayner o Justin","elconfidencial","https://www.elconfidencial.com/tecnologia/ciencia/2020-08-12/dudas-vacuna-rusa-fiarse-putin-anuncio-proceso_2710944/","Wednesday, 12 August 2020","tecnologia","362","363"
"biohackers","biohacker","ENG","la última idea de los 'biohackers' que enfrenta a los expertos","elconfidencial","https://www.elconfidencial.com/tecnologia/ciencia/2020-08-12/dudas-vacuna-rusa-fiarse-putin-anuncio-proceso_2710944/","Wednesday, 12 August 2020","tecnologia","14","15"
"biohackers","biohacker","ENG","soluciones alternativas empujadas por los 'biohackers' se ha disparado con el","elconfidencial","https://www.elconfidencial.com/tecnologia/ciencia/2020-08-12/dudas-vacuna-rusa-fiarse-putin-anuncio-proceso_2710944/","Wednesday, 12 August 2020","tecnologia","446","447"
"biopic","biopic","ENG",", ante las tentaciones de un biopic: ¿hay espacio para las","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","99","100"
"biopic","biopic","ENG",", un melodrama, un 'biopic' o incluso una paradójica fábula","elpais","https://elpais.com/revista-de-verano/2020-08-20/la-bondad-y-el-descreimiento.html","Thursday, 20 August 2020","cultura","140","141"
"biopic","biopic","ENG","aparte del propio Robinson en un biopic de 1950, 'La historia","lavanguardia","https://www.lavanguardia.com/cultura/20200830/483178540971/chadwick-boseman-black-panther.html","Sunday, 30 August 2020","cultura","496","497"
"biopic","biopic","ENG","Black Bottom', otro 'biopic' musical, esta vez protagonizado","elmundo","https://www.elmundo.es/cultura/2020/08/29/5f49e685fdddff3a718b4574.html","Saturday, 29 August 2020","cultura","726","727"
"biopic","biopic","ENG","brujas macarthista, fue un 'biopic' sobre el militar que pilotó","eldiario","https://www.eldiario.es/cultura/cine/75-anos-bombas-hiroshima-nagasaki-imagenes-ausentes-cine-global_1_6148585.html","Wednesday, 05 August 2020","cultura","571","572"
"biopic","biopic","ENG","Debe decidir si protagoniza un 'biopic' de Mao Zedong -sí,","elpais","https://elpais.com/revista-de-verano/2020-08-18/jim-carrey-se-rie-de-hollywood-y-de-paso-de-si-mismo.html","Tuesday, 18 August 2020","portada","861","862"
"biopic","biopic","ENG","diferentes adicciones, en un 'biopic' inminente. Este es el","lavanguardia","https://www.lavanguardia.com/cultura/culturas/20200817/482835304410/antivirales-euforic-libros.html","Monday, 17 August 2020","portada","422","423"
"biopic","biopic","ENG","hayan acompañado, así que un biopic autorizado, excesivamente dulce, pierde","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","1000","1001"
"biopic","biopic","ENG","lo pone difícil a su propio biopic. . Salvando todas las distancias,","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","570","571"
"biopic","biopic","ENG","lo que más se destacó del biopic 'I Feel Good',","lavanguardia","https://www.lavanguardia.com/cultura/20200830/483178540971/chadwick-boseman-black-panther.html","Sunday, 30 August 2020","cultura","590","591"
"biopic","biopic","ENG","Saint Laurent', fastuoso 'biopic' sobre la vida y milagros","elpais","https://elpais.com/cultura/2020/08/13/babelia/1597337058_605630.html","Thursday, 13 August 2020","portada","201","202"
"biopic","biopic","ENG","35% el segundo. El biopic había cumplido con su objetivo.","lavanguardia","https://www.lavanguardia.com/opinion/20200809/482738987402/reset-78.html","Sunday, 09 August 2020","portada","470","471"
"biopic","biopic","ENG","actualidad a la emisión de un biopic que ha sido recibido por la","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","1203","1204"
"biopic","biopic","ENG","como James Brown en su «biopic» titulado «Get on Up","abc","https://www.abc.es/play/cine/noticias/abci-chadwick-boseman-y-compromiso-peliculas-mas-alla-black-panther-202008291413_noticia.html","Saturday, 29 August 2020","cultura","644","645"
"biopic","biopic","ENG","de su privacidad también? Los biopic que se grabarán sobre sus vidas","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","57","58"
"biopic","biopic","ENG","desde que surgieran rumores sobre un biopic de Andy Warhol protagonizado por Jared","lavanguardia","https://www.lavanguardia.com/cine/20200810/482771475170/jared-leto-interpretara-andy-warhol-biopic.html","Monday, 10 August 2020","cultura","40","41"
"biopic","biopic","ENG","interpretará a Andy Warhol en el biopic del artista. El propio actor","lavanguardia","https://www.lavanguardia.com/cine/20200810/482771475170/jared-leto-interpretara-andy-warhol-biopic.html","Monday, 10 August 2020","cultura","8","9"
"biopic","biopic","ENG","los momentos más tiernos en este biopic sobre André-Carl Van der","lavanguardia","https://www.lavanguardia.com/cine/20200818/482872461881/padre-no-hay-mas-que-uno-2-otras-peliculas-mas-vistas-verano.html","Tuesday, 18 August 2020","cultura","1166","1167"
"biopic","biopic","ENG","participará de alguna manera en este biopic y si en él se abordará","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","497","498"
"biopic","biopic","ENG","vida se acaba incluyendo en el biopic que prepara Shine Iberia (la","eldiario","https://vertele.eldiario.es/noticias/Nacho-Vidal-Miguel-Bose-series-biopics-llegan-envueltos-polemica_0_2256074393.html","Tuesday, 04 August 2020","television","858","859"
"biopics","biopic","ENG","Jackie Robinson, en sendos 'biopics' - '42: la","elmundo","https://www.elmundo.es/cultura/2020/08/29/5f49e685fdddff3a718b4574.html","Saturday, 29 August 2020","cultura","580","581"
"biotech","biotech","ENG","13:07 | J&J compra la 'biotech' de enfermedades autoinmunes Momenta por","elconfidencial","https://www.elconfidencial.com/economia/2020-08-19/economia-empresas-mercados-ultima-hora-coronavirus_2718488/","Wednesday, 19 August 2020","economia","527","528"
"biotech","biotech","ENG","Es atractivo el ecosistema de 'biotech' y de tecnologías de salud","elpais","https://retina.elpais.com/retina/2020/08/16/innovacion/1597599407_384084.html","Sunday, 16 August 2020","portada","1294","1295"
"biotech","biotech","ENG","J&J compra la 'biotech' de enfermedades autoinmunes Momenta por","elconfidencial","https://www.elconfidencial.com/empresas/2020-08-19/johnson-johnson-momenta-pharma-5-446_2718899/","Wednesday, 19 August 2020","economia","4","5"
"birdie","birdie","ENG","la dejas cerca, metes un birdie y las cosas empiezan a rodar","abc","https://www.abc.es/deportes/abci-rahm-mantiene-opciones-championship-202008090322_noticia.html","Sunday, 09 August 2020","portada","177","178"
"birdie","birdie","ENG","la dejas cerca, metes un birdie y las cosas empiezan a rodar","efe","http://www.efe.com/efe/espana/deportes-redes-sociales/rahm-mantiene-las-opciones-en-el-pga-championship/50001350-4315417","Sunday, 09 August 2020","portada","167","168"
"birdie","birdie","ENG","se puso líder tras un 'birdie' en el hoyo 15,","20minutos","https://www.20minutos.es/deportes/noticia/4365508/0/jon-rahm-grandisimo-campeon-en-olympia-fields-para-luchar-por-la-fedexcup/","Monday, 31 August 2020","deporte","280","281"
"birdie","birdie","ENG","se puso líder tras un 'birdie' en el hoyo 15,","abc","https://www.abc.es/deportes/abci-espanol-rahm-grandisimo-campeon-olympia-fields-202008310335_noticia.html","Monday, 31 August 2020","portada","372","373"
"birdie","birdie","ENG","En el 14 logró un 'birdie' desde fuera de green que","elpais","https://elpais.com/deportes/2020-08-10/collin-morikawa-gana-el-pga-y-rahm-recupera-el-numero-1.html","Monday, 10 August 2020","deporte","363","364"
"birdie","birdie","ENG","hasta que Morikawa despegó con un birdie en el hoyo 14 y sin","elmundo","https://www.elmundo.es/deportes/golf/2020/08/10/5f309fa821efa0a7248b4634.html","Monday, 10 August 2020","deporte","297","298"
"birdie","birdie","ENG","un 'putt' de 'birdie' que era una montaña rusa","20minutos","https://www.20minutos.es/deportes/noticia/4365508/0/jon-rahm-grandisimo-campeon-en-olympia-fields-para-luchar-por-la-fedexcup/","Monday, 31 August 2020","deporte","372","373"
"birdie","birdie","ENG","un 'putt' de 'birdie' que era una montaña rusa","abc","https://www.abc.es/deportes/abci-espanol-rahm-grandisimo-campeon-olympia-fields-202008310335_noticia.html","Monday, 31 August 2020","portada","464","465"
"birdies","birdie","ENG",") y sobrepasó a un Johnson que había comenzado de forma intratable (tres ‘birdies’ en los primeros cuatro hoyos) y se paseaba por el campo con una","elconfidencial","https://www.elconfidencial.com/deportes/golf/2020-08-31/rahm-golf-dustin-johnson-pga-fedex-cup_2730219/","Monday, 31 August 2020","deporte","493","494"
"birdies","birdie","ENG","excelente torneo) y Hideki Matsuyama en el cogote. El español siguió haciendo ‘birdies’ y llegó a la casa club líder en solitario. De no ser por","elconfidencial","https://www.elconfidencial.com/deportes/golf/2020-08-31/rahm-golf-dustin-johnson-pga-fedex-cup_2730219/","Monday, 31 August 2020","deporte","563","564"
"birdies","birdie","ENG",", se fue hasta los 8 birdies y 2 eagles.  Tendrá","efe","https://www.efe.com/efe/espana/practicodeporte/sebas-garcia-obligado-a-remontar-si-quiere-ganar-el-hero-open/50000944-4310511","Saturday, 01 August 2020","portada","262","263"
"birdies","birdie","ENG","72 golpes, con tres ""birdies"" y otros tantos ""bogeys","20minutos","https://www.20minutos.es/deportes/noticia/4342512/0/rafa-nadal-golf-baleares-cuarto-pelea-titulo/","Saturday, 01 August 2020","portada","157","158"
"birdies","birdie","ENG","green', acumuló cuatro 'birdies' y tres 'bogeys'","20minutos","https://www.20minutos.es/deportes/noticia/4347989/0/jon-rahm-mejora-prestaciones-en-la-segunda-jornada-y-sergio-garcia-no-pasa-el-corte/","Saturday, 08 August 2020","deporte","128","129"
"birdies","birdie","ENG","hoyo, así como siete 'birdies' y dos 'bogeys'","efe","https://www.efe.com/efe/espana/deportes-redes-sociales/english-comparte-el-liderato-con-streelman-henley-y-davis/50001350-4324202","Friday, 21 August 2020","portada","137","138"
"birdies","birdie","ENG","que compensó con otros tantos ""birdies"" en los hoyos 9,","efe","https://www.efe.com/efe/espana/deportes-redes-sociales/nadal-completa-la-primera-ronda-en-cuarta-posicion-con-72-golpes/50001350-4310517","Saturday, 01 August 2020","portada","174","175"
"birdies","birdie","ENG",". El español siguió haciendo ‘birdies’ y llegó a la casa","elconfidencial","https://www.elconfidencial.com/deportes/golf/2020-08-31/rahm-golf-dustin-johnson-pga-fedex-cup_2730219/","Monday, 31 August 2020","deporte","602","603"
"birdies","birdie","ENG","de forma intratable (tres ‘birdies’ en los primeros cuatro hoyos","elconfidencial","https://www.elconfidencial.com/deportes/golf/2020-08-31/rahm-golf-dustin-johnson-pga-fedex-cup_2730219/","Monday, 31 August 2020","deporte","532","533"
"birdwatching","birdwatching","ENG","la naturaleza, quizá el 'birdwatching' sea lo que justo estabas","eldiario","https://www.eldiario.es/viajes/naturaleza_y_aventura/turismo-ornitologico-mejores-lugares-observar-aves-espana_1_6176158.html","Sunday, 23 August 2020","portada","232","233"
"birdwatching","birdwatching","ENG","organizan visitas guiadas para realizar 'birdwatching' y fotografía.. . Parque","eldiario","https://www.eldiario.es/viajes/naturaleza_y_aventura/turismo-ornitologico-mejores-lugares-observar-aves-espana_1_6176158.html","Sunday, 23 August 2020","portada","1143","1144"
"birther conspiracy","birther conspiracy","ENG","el manual racista de la 'birther conspiracy' que utilizó con Obama al","lavanguardia","https://www.lavanguardia.com/internacional/20200815/482816120104/donald-trump-kamala-harris.html","Saturday, 15 August 2020","portada","315","317"
"biscotto","biscotto","OTHER","entorno se apuntó a un ‘biscotto’ entre ambos españoles).","elconfidencial","https://www.elconfidencial.com/deportes/motociclismo/2020-08-18/valentino-rossi-acciones-antideportivas-villano_2716920/","Tuesday, 18 August 2020","deporte","599","600"
"bitch ass white boy","bitch ass white boy","ENG","dividen entre dos insultos: ""Bitch ass white boy"" (blanquito cobarde) y","elconfidencial","https://www.elconfidencial.com/deportes/baloncesto/nba/2020-08-22/luka-doncic-nba-playoffs-leonard-insulto-racismo-lesion_2722272/","Saturday, 22 August 2020","deporte","597","601"
"bitch ass white boy","bitch ass white boy","ENG","labios, podría ser: ""Bitch ass white boy"" (""Puto chico de","elmundo","https://www.elmundo.es/deportes/baloncesto/nba/2020/08/22/5f40ef6afdddff24b78b45e2.html","Saturday, 22 August 2020","portada","198","202"
"bitcoin","bitcoin","ENG","para pedir donaciones en la criptomoneda bitcoin bajo el hashtag #cryptoforhealth y,","elpais","https://elpais.com/elpais/2020/08/08/icon/1596875583_526193.html","Sunday, 09 August 2020","portada","396","397"
"bitcoin","bitcoin","ENG",", los criminales te prestan los bitcoin con los que abonas el rescate","elpais","https://retina.elpais.com/retina/2020/08/20/tendencias/1597917249_738387.html","Friday, 21 August 2020","economia","885","886"
"bitcoin","bitcoin","ENG","nada es casual que suelan pedir bitcoin o monero, sencillas de esconder","elpais","https://retina.elpais.com/retina/2020/08/20/tendencias/1597917249_738387.html","Friday, 21 August 2020","economia","902","903"
"bitcoins","bitcoin","ENG","es oro ni plata, ni bitcoins... Es una invención social”","elconfidencial","https://www.elconfidencial.com/cultura/2020-08-11/jubiladas-roses-philip-k-dick-ciencia-ficcion_2710047/","Tuesday, 11 August 2020","cultura","446","447"
"bitcoins","bitcoin","ENG","logra acceder al archivo con los bitcoins, se llevará 100.000 dólares,","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-19/defcon-2020-hackers-bitcoins-ciberseguridad_2717656/","Wednesday, 19 August 2020","tecnologia","271","272"
"bitcoins","bitcoin","ENG","que pedían a sus seguidores enviar bitcoins, más difíciles de rastrear,","20minutos","https://www.20minutos.es/noticia/4345739/0/video-porno-interrumpe-la-audiencia-judicial-del-presunto-hacker-de-twitter/","Wednesday, 05 August 2020","portada","438","439"
"bitcoins","bitcoin","ENG","que pedían a sus seguidores enviar bitcoins, más difíciles de rastrear,","elmundo","https://www.elmundo.es/internacional/2020/08/05/5f2afa58fdddff03688b45d1.html","Wednesday, 05 August 2020","internacional","498","499"
"bitcoins","bitcoin","ENG","que pedían a sus seguidores enviar bitcoins, más difíciles de rastrear,","lavanguardia","https://www.lavanguardia.com/internacional/20200805/482686167845/video-porno-interrumpe-juicio-hacker-17-anos-florida-twitter.html","Wednesday, 05 August 2020","internacional","486","487"
"bitcoins","bitcoin","ENG","recaudaron más de 100.000 dólares en bitcoins, de acuerdo con la investigación","20minutos","https://www.20minutos.es/noticia/4345739/0/video-porno-interrumpe-la-audiencia-judicial-del-presunto-hacker-de-twitter/","Wednesday, 05 August 2020","portada","316","317"
"bitcoins","bitcoin","ENG","recaudaron más de 100.000 dólares en bitcoins, de acuerdo con la investigación","elmundo","https://www.elmundo.es/internacional/2020/08/05/5f2afa58fdddff03688b45d1.html","Wednesday, 05 August 2020","internacional","376","377"
"bitcoins","bitcoin","ENG","recaudaron más de 100.000 dólares en bitcoins, de acuerdo con la investigación","lavanguardia","https://www.lavanguardia.com/internacional/20200805/482686167845/video-porno-interrumpe-juicio-hacker-17-anos-florida-twitter.html","Wednesday, 05 August 2020","internacional","332","333"
"bitcoins","bitcoin","ENG","a la comunidad! ¡Los bitcoins ingresados a la dirección siguiente serán","elmundo","https://www.elmundo.es/internacional/2020/08/05/5f2afa58fdddff03688b45d1.html","Wednesday, 05 August 2020","internacional","644","645"
"bitcoins","bitcoin","ENG","convencido de la procedencia de esos bitcoins y el segundo no quería facilitarle","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-19/defcon-2020-hackers-bitcoins-ciberseguridad_2717656/","Wednesday, 19 August 2020","tecnologia","375","376"
"bitcoins","bitcoin","ENG","ha multiplicado por 30: los bitcoins por los que pagó 10.000 dólares","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-08-19/defcon-2020-hackers-bitcoins-ciberseguridad_2717656/","Wednesday, 19 August 2020","tecnologia","124","125"
