"borrowing","lemma","lang","context","newspaper","url","date","section","start_token","end_token"
"campings","camping","ENG","privados como, por ejemplo, campings.. . Para diferenciar el estacionamiento","20minutos","https://www.20minutos.es/noticia/4272238/0/preguntas-respuestas-autocaravanas-sirve-permiso-b-donde-alquilar-cuantas-personas/","Thursday, 28 May 2020",,,
"campings","camping","ENG","Según el sistema europeo, los campings pueden ser desde una estrella (","20minutos","https://www.20minutos.es/noticia/4265803/0/que-servicios-debe-garantizar-camping/","Friday, 22 May 2020",,,
"campings","camping","ENG","turísticos, desde albergues a campings, hoteles o campos de","elconfidencial","https://www.elconfidencial.com/espana/andalucia/2020-05-14/andalucia-sello-covid-free-4000euros-empresas_2592063/","Thursday, 14 May 2020",,,
"campings","camping","ENG","del 1 de junio abrirán los campings y todas las actividades relacionadas con","abc","https://www.abc.es/internacional/abci-mitsotakis-presenta-programa-para-recesion-recuperacion-economica-202005210202_noticia.html","Thursday, 21 May 2020",,,
"campings","camping","ENG","ofrecer un camping?. . Los campings pueden ofrecer diferentes servicios y comodidades","20minutos","https://www.20minutos.es/noticia/4265803/0/que-servicios-debe-garantizar-camping/","Friday, 22 May 2020",,,
"campings","camping","ENG",", desde los Paradores a los campings.","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-31/bienvenido-tui-maroto-negocia-turismo-salvar-verano_2617812/","Sunday, 31 May 2020",,,
"campings","camping","ENG",": albergues, alojamientos rurales, campings, campos de golf, museos","eldiario","https://www.eldiario.es/economia/Cantar-desinfectar-Gobierno-restaurantes-alojamientos_0_1026097494.html","Monday, 11 May 2020",,,
"campings","camping","ENG","alojamientos turísticos extrahoteleros (apartamentos, campings, alojamientos de turismo rural y","elconfidencial","https://www.elconfidencial.com/economia/2020-05-04/ce-luz-verde-rescate-air-france_2577936/","Monday, 04 May 2020",,,
"campings","camping","ENG","alojamientos turísticos extrahoteleros (apartamentos, campings, alojamientos de turismo rural y","elconfidencial","https://www.elconfidencial.com/economia/2020-05-05/tesoro-coloca-millones-mayor-subasta_2577936/","Tuesday, 05 May 2020",,,
"campings","camping","ENG","alojamientos turísticos extrahoteleros (apartamentos, campings, alojamientos de turismo rural y","elconfidencial","https://www.elconfidencial.com/economia/2020-05-06/tesoro-coloca-millones-mayor-subasta_2577936/","Wednesday, 06 May 2020",,,
"campings","camping","ENG","alojamientos turísticos extrahoteleros (apartamentos, campings, alojamientos de turismo rural y","elconfidencial","https://www.elconfidencial.com/economia/2020-05-07/tesoro-coloca-millones-mayor-subasta_2577936/","Thursday, 07 May 2020",,,
"campings","camping","ENG","alojamientos turísticos extrahoteleros (apartamentos, campings, alojamientos de turismo rural y","elconfidencial","https://www.elconfidencial.com/economia/2020-05-08/tesoro-coloca-millones-mayor-subasta_2577936/","Friday, 08 May 2020",,,
"campings","camping","ENG","de forma segura en hoteles, campings, bed&breakfast y otros alojamientos vacacionales","20minutos","https://www.20minutos.es/noticia/4256319/0/bruselas-propone-empezar-permitiendo-viajes-zonas-seguras-ue-reducir-pasaje-aviones/","Wednesday, 13 May 2020",,,
"car sharing","car sharing","ENG","público, las plataformas de car sharing o el vehículo compartido.","elconfidencial","https://www.elconfidencial.com/mercados/2020-05-07/hermanos-riberas-invierten-gestamp-hundirse-bolsa-covid19_2582952/","Thursday, 07 May 2020",,,
"car sharing","car sharing","ENG","y desde el inicio para el car sharing: más robusto, que aguante","elmundo","https://www.elmundo.es/motor/2020/05/19/5ec31a76fc6c8312398b4611.html","Tuesday, 19 May 2020",,,
"car sharing","car sharing","ENG","Zity, el servicio de car sharing de Renault y Ferrovial que","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-18/zity-reinicia-actividad-madrid-miercoles-planea-ciudades_2598648/","Monday, 18 May 2020",,,
"car sharing","car sharing","ENG",". . Los nuevos tiempos del car sharing de Zity: alquileres más","elmundo","https://www.elmundo.es/motor/2020/05/19/5ec31a76fc6c8312398b4611.html","Tuesday, 19 May 2020",,,
"car sharing","car sharing","ENG","de vehículos de uso compartido (car sharing).. . Inquietud por Daguestán","abc","https://www.abc.es/internacional/abci-mas-mitad-regiones-rusia-intensifican-desescalada-202005251029_noticia.html","Monday, 25 May 2020",,,
"car sharing","car sharing","ENG","días. La compañía de car sharing impulsada por Kia y Repsol","elmundo","https://www.elmundo.es/motor/2020/05/18/5ec27b69fdddff82928b45b9.html","Monday, 18 May 2020",,,
"car sharing","car sharing","ENG","Los nuevos tiempos del car sharing de Zity: alquileres más","elmundo","https://www.elmundo.es/motor/2020/05/19/5ec31a76fc6c8312398b4611.html","Tuesday, 19 May 2020",,,
"car sharing","car sharing","ENG","Mateos ha señalado que el car sharing seguirá siendo un complemento ","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-18/zity-reinicia-actividad-madrid-miercoles-planea-ciudades_2598648/","Monday, 18 May 2020",,,
"car sharing","car sharing","ENG","mercado.. . El car sharing ofrece numerosas ventajas que siguen","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-18/zity-reinicia-actividad-madrid-miercoles-planea-ciudades_2598648/","Monday, 18 May 2020",,,
"car sharing","car sharing","ENG","para hacer uso del servicio car sharing para aquellos que lleven su","elmundo","https://www.elmundo.es/ciencia-y-salud/salud/2020/05/27/5ece0fb4fdddffd4bd8b45a6.html","Thursday, 28 May 2020",,,
"car sharing","car sharing","ENG","Zity en el líder del car sharing en Europa. Pero es","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-18/zity-reinicia-actividad-madrid-miercoles-planea-ciudades_2598648/","Monday, 18 May 2020",,,
"carry trade","carry trade","ENG","de volver a recurrir al carry trade como hace 10 años,","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-11/banca-prepara-ahorros-costes-ventas-activos-final-ano-covid_2587155/","Monday, 11 May 2020",,,
"carry trade","carry trade","ENG","conoce en la jerga como carry trade. Para las potenciales pérdidas","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-18/ico-creditos-riesgos-crisis-morosidad-banca-coronavirus_2596676/","Monday, 18 May 2020",,,
"carry trade","carry trade","ENG","la jerga se conoce como carry trade.. . La otra cara","elconfidencial","https://www.elconfidencial.com/mercados/2020-05-16/bce-dependencia-liquidez-bce-record-crisis-coronavirus_2595979/","Saturday, 16 May 2020",,,
"carsharing","carsharing","ENG","Share Now, empresa de carsharing resultante de la fusión entre","elpais","https://elpais.com/economia/2020-05-17/cuenta-atras-para-que-las-ciudades-se-llenen-de-coches.html","Sunday, 17 May 2020",,,
"carsharing","carsharing","ENG","de reservar plazas para el «carsharing».. . El primer ejemplo","abc","https://www.abc.es/espana/madrid/abci-ayuntamiento-madrid-inicia-15-dias-primeros-parking-disuasorios-202005290048_noticia.html","Friday, 29 May 2020",,,
"carsharing","carsharing","ENG","estudiando crear espacios reservados al carsharing en el centro de la","abc","https://www.abc.es/espana/madrid/abci-ayuntamiento-madrid-inicia-15-dias-primeros-parking-disuasorios-202005290048_noticia.html","Friday, 29 May 2020",,,
"carsharing","carsharing","ENG","través de las plataformas de carsharing.. . Entrega a domicilio","20minutos","https://www.20minutos.es/noticia/4247827/0/claves-citroen-ami-disponible-francia-mayo/","Tuesday, 05 May 2020",,,
"carsharing","carsharing","ENG","VTC o un vehículo de «carsharing»?. . Está permitido desplazarse","abc","https://www.abc.es/economia/abci-cuando-podre-banarme-piscina-comunidad-vecinos-coger-taxi-o-hotel-202005310128_noticia.html","Sunday, 31 May 2020",,,
"carsharing","carsharing","ENG","y coches de compañías de «carsharing» y En el caso de","abc","https://www.abc.es/economia/abci-cuando-podre-banarme-piscina-comunidad-vecinos-coger-taxi-o-hotel-202005310128_noticia.html","Sunday, 31 May 2020",,,
"cash","cash","ENG","abajo. Uniendo tarjetas y cash, los bancos creen que","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-29/consumo-tarjetas-recupera-niveles-precovid-fase1_2615204/","Friday, 29 May 2020",,,
"cash","cash","ENG","130 millones de euros en cash para hacer frente a sus","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-07/codere-encarga-credit-suisse-buscar-dinero-evitar-impago_2582295/","Thursday, 07 May 2020",,,
"cash","cash","ENG","dólares anuales y tenemos en cash unos 2.000 millones de dólares","abc","https://www.abc.es/economia/abci-zoetis-coge-aire-pulmon-financiero-y-mascotas-202005170204_noticia.html","Sunday, 17 May 2020",,,
"cash","cash","ENG","patrimonio en liquidez (en cash o bonos a corto plazo","elconfidencial","https://www.elconfidencial.com/mercados/2020-05-07/fondos-renta-fija-liquidez-deuda-bancos-crisis_2583103/","Thursday, 07 May 2020",,,
"cash buffer days","cash buffer day","ENG","de media, con 27 cash buffer days, es decir, que","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-05-14/telefonica-20millones-euros-200pymes-bra_2592368/","Thursday, 14 May 2020",,,
"cash flow","cash flow","ENG","Ebitda, la generación de cash flow positivo y la mejora de","abc","https://www.abc.es/economia/abci-bionatur-incrementa-80-por-ciento-ventas-2019-y-fortalece-planes-inversion-pesar-covid-202005271651_noticia.html","Wednesday, 27 May 2020",,,
"cash flow","cash flow","ENG","permitiría que esté ya generando cash flow para el grupo.. . ","elconfidencial","https://www.elconfidencial.com/empresas/2020-05-01/iberdrola-desafia-al-covid-19-y-avanza-hacia-la-finalizacion-del-parque-east-anglia-one_2575640/","Friday, 01 May 2020 11:58:00 +0200",,,
"cash transfers","cash transfer","ENG","dinero directamente (las llamadas cash transfers ) a personas que viven","elpais","https://elpais.com/elpais/2020/05/11/alterconsumismo/1589183783_057315.html#?ref=rss&format=simple&link=link","Tuesday, 12 May 2020",,,
"casters","caster","ENG","Varios de los mejores youtubers, casters, gamers y hasta futbolistas formaron","20minutos","https://www.20minutos.es/videojuegos/noticia/4247142/0/ibai-llanos-lleva-primera-edicion-calvo-games-juegos-olimpicos-esports/","Tuesday, 05 May 2020",,,
"casting","casting","ENG","miente?. El casting de MasterChef Celebrity 5","20minutos","https://www.20minutos.es/noticia/4250993/0/willy-barcenas-correo-masterchef-celebrity-productora-ocurrido/","Friday, 08 May 2020",,,
"casting","casting","ENG","ni siquiera se presentó al casting.. . Yo no","20minutos","https://www.20minutos.es/noticia/4253592/0/saray-asegura-no-se-presento-casting-masterchef-quiso-abandonar-pero-no-la-dejaron/","Monday, 11 May 2020",,,
"casting","casting","ENG","no interviene en el casting: La selección final para","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","no querías un ukelele en un casting y ahora te hemos visto tocándolo","eldiario","https://vertele.eldiario.es/noticias/Noemi-Galera-Roberto-Leal-Pasapalabra_0_2233276714.html","Wednesday, 20 May 2020",,,
"casting","casting","ENG","Nosotros no sabemos nada del casting nunca. No tenemos absolutamente nada","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG",". Una vez hecho el casting, me dijeron a las","20minutos","https://www.20minutos.es/noticia/4263948/0/entrevista-jorge-gonzalez-tu-cara-me-suena-nuevo-single-por-besarte/","Tuesday, 26 May 2020",,,
"casting","casting","ENG",".. . La directora de casting del programa, Esther González","elpais","https://elpais.com/television/2020-05-09/gitana-y-trans-en-masterchef-cuando-la-apuesta-por-la-diversidad-sale-mal.html","Sunday, 10 May 2020",,,
"casting","casting","ENG",".. . La directora de casting del programa, Esther González,","elpais","https://elpais.com/television/2020-05-09/gitana-y-trans-en-masterchef-cuando-la-apuesta-por-la-diversidad-sale-mal.html","Saturday, 09 May 2020",,,
"casting","casting","ENG","por saber cómo era un casting y su pasión por","eldiario","https://www.eldiario.es/cultura/Janer-artista-sentirse-cien-preparado_0_1028197256.html","Sunday, 17 May 2020",,,
"casting","casting","ENG","productora del programa y supervisora del casting. Mi intención era meter","elpais","https://elpais.com/television/2020-05-09/gitana-y-trans-en-masterchef-cuando-la-apuesta-por-la-diversidad-sale-mal.html","Saturday, 09 May 2020",,,
"casting","casting","ENG","a las puertas en el último casting: Eusebio, Carlos, Manuel","eldiario","https://vertele.eldiario.es/noticias/Masterchef-repesca-historica-concursante-desconocido-sara-lua_0_2234776550.html","Tuesday, 26 May 2020",,,
"casting","casting","ENG","al completo cuando se apunte al casting, pero deberá pasar igualmente por","20minutos","https://www.20minutos.es/noticia/4266657/0/got-talent-espana-hara-casting-por-videoconferencia-para-evitar-el-coronavirus/","Friday, 22 May 2020",,,
"casting","casting","ENG","aplaudir a los sanitarios, el casting de la serie de Antena 3","eldiario","https://vertele.eldiario.es/noticias/Companeros-se-reune-18-anos-despues-pedir-cuidemos-frente-coronavirus_0_2231776815.html","Friday, 15 May 2020",,,
"casting","casting","ENG","Bárcenas que no formaba parte del casting final, le trasladaron la intención","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","Bárcenas que no formaba parte del casting final, le trasladaron la intención","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","que no participó en el casting como dando a entender que","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","Bárcenas quisieron que formara parte del casting de selección, cosa que no","20minutos","https://www.20minutos.es/noticia/4249677/0/la-productora-de-masterchef-niega-que-hubiera-veto-a-willy-barcenas-y-le-consideraran-para-la-proxima-edicion/","Thursday, 07 May 2020",,,
"casting","casting","ENG","que no se presentó al casting de MasterChef y","20minutos","https://www.20minutos.es/noticia/4253592/0/saray-asegura-no-se-presento-casting-masterchef-quiso-abandonar-pero-no-la-dejaron/","Monday, 11 May 2020",,,
"casting","casting","ENG","que porque vino a hacer el casting ya tenía la plaza. Eso","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","que ya ha cerrado su casting .. . El cantante de","20minutos","https://www.20minutos.es/noticia/4249560/0/willy-barcenas-denuncia-veto-tve-masterchef-celebrity/","Thursday, 07 May 2020",,,
"casting","casting","ENG","quedaron a las puertas del último casting y les dieron la oportunidad de","eldiario","https://vertele.eldiario.es/noticias/Masterchef-repesca-historica-concursante-desconocido-sara-lua_0_2234776550.html","Tuesday, 26 May 2020",,,
"casting","casting","ENG","cómo le llegó la oportunidad de casting. Porque, en definitiva,","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","con el casting. Con ningún casting de MasterChef, ni","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","con pelos y señales, aquel casting que le llevó a lograr el","eldiario","https://www.eldiario.es/cultura/actriz-Carol-Rovira-quiere-profesional_0_1033097034.html","Sunday, 31 May 2020",,,
"casting","casting","ENG","cuando antes iba a los casting, me miraban en plan","20minutos","https://www.20minutos.es/noticia/4263948/0/entrevista-jorge-gonzalez-tu-cara-me-suena-nuevo-single-por-besarte/","Tuesday, 26 May 2020",,,
"casting","casting","ENG","cuando entré, después de un casting de más de 30.000 personas","20minutos","https://www.20minutos.es/noticia/4253592/0/saray-asegura-no-se-presento-casting-masterchef-quiso-abandonar-pero-no-la-dejaron/","Monday, 11 May 2020",,,
"casting","casting","ENG","cuando explica que en un casting nosotros llamamos a mucha gente,","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","se ponga en cuestión el casting de MasterChef ni","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","su madre la acompañó al casting a contar su historia dando","20minutos","https://www.20minutos.es/noticia/4263004/0/saray-masterchef-confiesa-familia-transexualidad-llevaron-culto-exorcismo/","Tuesday, 19 May 2020",,,
"casting","casting","ENG","tenemos nada que ver con el casting. Con ningún casting de ","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","tiene nada que ver con ningún casting de ningún concurso. Y","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","todo en proceso de cerrar el casting.. . La agenda de","eldiario","https://vertele.eldiario.es/noticias/michelle-jenner-los-hombres-de-paco-regreso-antena-3-twitter_0_2231476857.html","Thursday, 14 May 2020",,,
"casting","casting","ENG","trabajo remoto para la preproducción —casting y búsqueda de localizaciones— y","elconfidencial","https://www.elconfidencial.com/sociedad/2020-05-28/hacemos-lo-que-nos-une-telepizza-bra_2609336/","Thursday, 28 May 2020",,,
"casting","casting","ENG","un día antes de anunciar el casting al completo fue cuando le comunicaron","eldiario","https://vertele.eldiario.es/noticias/Willy-Barcenas-MasterChef-Celebrity-TVE_0_2229077131.html","Wednesday, 06 May 2020",,,
"casting","casting","ENG","una cuarta temporada y abre su casting para encontrar nuevos aprendices. TVE","20minutos","https://www.20minutos.es/noticia/4251570/0/maestros-de-la-costura-renueva-por-una-cuarta-temporada-y-abre-su-casting-para-encontrar-nuevos-aprendices/","Friday, 08 May 2020",,,
"casting","casting","ENG","entran 16 personas, de un casting de 10.600, que se van","eldiario","https://vertele.eldiario.es/noticias/Bruno-OT-2020-entrevista-expulsado-Maialen-Fugitivos-finalistas_0_2235676431.html","Thursday, 28 May 2020",,,
"casting","casting","ENG","Es falso, pasó el casting como todos. SARAYMASTERCHEF8","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","está acostumbrado a ir a un casting, desconoce absolutamente lo que es","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","y compañía.. . Cada casting tiene que ser sorprendente por lo","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","y cuando los directores de casting me ven a mí y","elpais","https://elpais.com/gente/2020-05-26/woody-allen-sobre-su-esposa-soon-yi-me-ha-cambiado-soy-feliz-en-mi-matrimonio.html","Tuesday, 26 May 2020",,,
"casting","casting","ENG","Esther González, directora de casting de Shine Iberia, la","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","frase Shine alude a motivos de casting, y no a lo que","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","las delicias de los directores de casting, quienes le dieron la oportunidad","eldiario","https://www.eldiario.es/cultura/Janer-artista-sentirse-cien-preparado_0_1028197256.html","Sunday, 17 May 2020",,,
"casting","casting","ENG","los nombres que participan en el casting, con independencia de que finalmente","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","MasterChef, pero los casting los hace Shine Iberia, la","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","MasterChef, pero los casting los hace Shine Iberia, la","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","MasterChef, pero los casting los hace Shine Iberia.","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","nada mal, pues superó un casting de casi 30.000 personas y ha","abc","https://www.abc.es/play/television/noticias/abci-masterchefrioja-202005190002_noticia.html","Tuesday, 19 May 2020",,,
"casting","casting","ENG","nos quedan. Eres directora de casting, ¿qué tiene que tener","elmundo","https://www.elmundo.es/papel/2020/05/25/5ec52b74fc6c83d4168b4626.html","Monday, 25 May 2020",,,
"casting","casting","ENG","Oliva, así como un variado casting internacional que cuenta con Amina Leony","eldiario","https://vertele.eldiario.es/noticias/Jaime-Nava-Masterchef-celebrity-la-unidad-policia-movistar_0_2231776812.html","Friday, 15 May 2020",,,
"casting","casting","ENG","Porque los malos -el casting es espectacular-, también son de","elpais","https://elpais.com/television/2020-05-10/la-unidad-una-policia-de-verdad.html","Sunday, 10 May 2020",,,
"casting","casting","ENG","producción todavía está en fase de casting. Es decir, se encuentra","eldiario","https://vertele.eldiario.es/noticias/michelle-jenner-los-hombres-de-paco-regreso-antena-3-twitter_0_2231476857.html","Thursday, 14 May 2020",,,
"casting","casting","ENG","que cuando nos cogisteis para el casting.. . La vuelta,","eldiario","https://vertele.eldiario.es/noticias/OT-2020-tve-vuelve-academia-duda-galas-la-1_0_2229377081.html","Thursday, 07 May 2020",,,
"cásting","cásting","ENG","que porque vino a hacer el cásting, que vino además dos veces","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","su colectivo, pasó el casting como todos. SARAYMASTERCHEF8","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","un curso que el director de casting impartía, el cual derivó en","eldiario","https://www.eldiario.es/cultura/actriz-Carol-Rovira-quiere-profesional_0_1033097034.html","Sunday, 31 May 2020",,,
"casting","casting","ENG","vez recibida, el equipo de casting asignará a cada uno la fecha","20minutos","https://www.20minutos.es/noticia/4266657/0/got-talent-espana-hara-casting-por-videoconferencia-para-evitar-el-coronavirus/","Friday, 22 May 2020",,,
"casting","casting","ENG","volver a considerarle de cara al casting, termina de dar su","20minutos","https://www.20minutos.es/noticia/4249677/0/la-productora-de-masterchef-niega-que-hubiera-veto-a-willy-barcenas-y-le-consideraran-para-la-proxima-edicion/","Thursday, 07 May 2020",,,
"casting","casting","ENG","y aludió sólo a motivos de casting, sin siquiera llegar a TVE","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","(FEP); pesca y casting (FEPyC); y rugby","20minutos","https://www.20minutos.es/deportes/noticia/4263082/0/el-csd-aprueba-los-reglamentos-electorales-del-futbol-baloncesto-y-otras-seis-federaciones/","Tuesday, 19 May 2020",,,
"casting","casting","ENG",". . La polémica tras anunciarse el casting. . La polémica se inició en","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","4 no pudo formar parte del casting de selección (como era deseo","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","a distancia que el equipo de casting comenzará a realizar hoy viernes hasta","20minutos","https://www.20minutos.es/noticia/4266657/0/got-talent-espana-hara-casting-por-videoconferencia-para-evitar-el-coronavirus/","Friday, 22 May 2020",,,
"casting","casting","ENG","actualmente se encuentra en fase de casting y cuyo rodaje comenzará en verano","eldiario","https://vertele.eldiario.es/noticias/Alvaro-Rico-pol-hermoso-fichan-por-alba-serie-antena-3_0_2232076774.html","Saturday, 16 May 2020",,,
"casting","casting","ENG","algunos puntos sobre su proceso de casting para MasterChef Celebrity:. . El","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","cada temporada forman parte de los casting y finalmente no están incluidos en","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","cadena pública no interviene en el casting. Y Shine Iberia vuelve a","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","contamos habitualmente: hay un casting activo y un trabajo de","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","contar todos los secretos sobre el casting de GH 14.","20minutos","https://www.20minutos.es/noticia/4271092/0/susana-molina-se-sincera-sobre-su-participacion-en-gh-14/","Tuesday, 26 May 2020",,,
"casting","casting","ENG","cuchara de madera en el casting de Sevilla porque su plato","20minutos","https://www.20minutos.es/noticia/4254511/0/masterchef-8-desmiente-palabras-saray-falso-colectivo-casting-todos/","Monday, 11 May 2020",,,
"casting","casting","ENG","cuenta relatando lo ocurrido con el casting del programa: Llevo desde","eldiario","https://vertele.eldiario.es/noticias/Willy-Barcenas-MasterChef-Celebrity-TVE_0_2229077131.html","Wednesday, 06 May 2020",,,
"casting","casting","ENG","de mayo cuando se anunció el casting de MasterChef Celebrity 5 y más","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-masterchef-celebrity-mail-resumen-polemica_0_2229677025.html","Friday, 08 May 2020",,,
"casting","casting","ENG","decisión en los procesos de casting y alegó que simplemente no","20minutos","https://www.20minutos.es/noticia/4250993/0/willy-barcenas-correo-masterchef-celebrity-productora-ocurrido/","Friday, 08 May 2020",,,
"casting","casting","ENG","del programa y supervisora del casting. Mi intención era","elpais","https://elpais.com/television/2020-05-09/gitana-y-trans-en-masterchef-cuando-la-apuesta-por-la-diversidad-sale-mal.html","Sunday, 10 May 2020",,,
"casting","casting","ENG","esta nueva serie es el magnífico casting realizado por Eva Leira y Yolanda","elpais","https://elpais.com/television/2020-05-10/la-unidad-una-policia-de-verdad.html","Sunday, 10 May 2020",,,
"casting","casting","ENG","Francine Maisler [famosa directora de casting] en Sony o en Warner","elpais","https://elpais.com/elpais/2020/04/30/icon/1588248544_743115.html","Friday, 01 May 2020 22:13:14 +0000",,,
"casting","casting","ENG","Got Talent España hará casting por videoconferencia para evitar el coronavirus","20minutos","https://www.20minutos.es/noticia/4266657/0/got-talent-espana-hara-casting-por-videoconferencia-para-evitar-el-coronavirus/","Friday, 22 May 2020",,,
"casting","casting","ENG","ha confirmado que la fase de casting es responsabilidad exclusiva de la productora","eldiario","https://vertele.eldiario.es/noticias/willy-barcenas-tve-shine-iberia-productora-masterchef-5-veto_0_2229377051.html","Thursday, 07 May 2020",,,
"casting","casting","ENG","Hay gente que esta en este casting que se ha presentado otras dos","eldiario","https://vertele.eldiario.es/noticias/Los-Papeles-de-Willy-Barcenas-Mail-De-la-productora-MasterChef-TVE_0_2229377085.html","Thursday, 07 May 2020",,,
