"borrowing","lemma","lang","context","newspaper","url","date","section","start_token","end_token"
"basket","basket","ENG","El bronce de Ana Peleteiro (26.5%) y 'La familia' del basket (31.5%) hacen volar a TVE en la mañana olímpica. Gran mañana","eldiario","https://vertele.eldiario.es/audiencias-tv/domingo-1-agosto-juegos-olimpicos-tve-ana-peleteiro-atletismo-triple-salto-espana-eslovenia-basket-la1_1_8189688.html","Monday, 02 August 2021","television","15","16"
"basket","basket","ENG","para La 1 de TVE. La TV pública vuela en audiencias primero con el basket y después con el atletismo para cerrar un domingo de ensueño, al menos en","eldiario","https://vertele.eldiario.es/audiencias-tv/domingo-1-agosto-juegos-olimpicos-tve-ana-peleteiro-atletismo-triple-salto-espana-eslovenia-basket-la1_1_8189688.html","Monday, 02 August 2021","television","47","48"
"basket","basket","ENG","de equipos y el liderazgo. Una motivación que le viene desde los tiempos del basket. “El baloncesto y el inmobiliario tienen mucho en común. En JLL trabajamos","elpais","https://elpais.com/economia/2021-08-02/andy-poppinklos-inversores-inmobiliarios-estan-muy-interesados-por-madrid.html","Monday, 02 August 2021","economia","224","225"
"basket","basket","ENG","de cuota media, impulsada por el madrugador KO de 'La familia' del basket (44.6%) a manos de Estados Unidos y por el importante registro (","eldiario","https://vertele.eldiario.es/audiencias-tv/martes-3-agosto-juegos-olimpicos-tve-futbol-basket-seleccion-espanola-inocentes-antena3-prime-time-alta-tension-telecinco_1_8195200.html","Wednesday, 04 August 2021","television","87","88"
"basket","basket","ENG","al ganador de la otra semifinal entre Noruega y el Comité Olímpico Ruso.. . 06:32 - basket femenino - semifinal. . En escasos 10 minutos empieza una de las semifinales del basket","elmundo","https://www.elmundo.es/deportes/juegos-olimpicos/2021/08/06/60f9a54521efa0f3788b461c.html","Friday, 06 August 2021","deporte","379","382"
"basket","basket","ENG","basket femenino - semifinal. . En escasos 10 minutos empieza una de las semifinales del basket femenino, que enfrentará a Estados Unidos y Serbia. En juego está ser la","elmundo","https://www.elmundo.es/deportes/juegos-olimpicos/2021/08/06/60f9a54521efa0f3788b461c.html","Friday, 06 August 2021","deporte","396","397"
"bassi ostinati","bassi ostinatus","ENG","– de la percusión, alternancia de piezas lentas y rápidas, variaciones sobre 'bassi ostinati,' guiños frecuentes al estilo y la retórica pop, o más que un","elpais","https://elpais.com/cultura/2021-08-31/la-retorica-musical-alza-su-voz-en-utrecht.html","Tuesday, 31 August 2021","cultura","2940","2942"
"battonage","battonage","ENG","barricas y luego pasa una crianza en madera de tres meses sobre lías con un battonage que hace que tenga una estructura potente, untuosa, con mucho cuerpo y largo","eldiario","https://www.eldiario.es/consumoclaro/beber/11-vinos-blancos-sabrosos-calor-quita-ganas-tinto_1_8231683.html","Saturday, 21 August 2021","estilo de vida","703","704"
"beach","beach","ENG","y carril bici. Con todo tipo de oferta de ocio y restauración, sus beach clubs te harán disfrutar durante todo el día.. . Playa Santa Ana. . En","20minutos","https://www.20minutos.es/viajes/destinos/playas-paseo-maritimo-malaga-4790019/","Wednesday, 11 August 2021","estilo de vida","291","292"
"beach club","beach club","ENG","más de 40 metros construido hoy día sin una piscina con spa y un 'beach club' ”, es decir, un chiringuito en cubierta a modo del de una","elpais","https://elpais.com/gente/2021-08-26/cuanto-mas-grande-mejor-de-onassis-a-c-tangana-los-yates-son-cada-vez-mas-ostentosos.html","Thursday, 26 August 2021","gente","1459","1461"
"beach club","beach club","ENG","elcuarteldelmar.com.. . Vavá Playa La Barrosa. . En su quinta temporada, este 'beach club' rodeado de dunas en el centro de la extensa playa retoma sus famosas actuaciones","elmundo","https://www.elmundo.es/metropoli/otros-planes/2021/08/13/6101352ce4d4d8e62e8b4648.html","Friday, 13 August 2021","portada","361","363"
"beach club","beach club","ENG","unen la zona 'chill out', con carta de picoteo y el 'beach club' con camas balinesas. El nuevo local tiene accesos por la carretera (parking","elmundo","https://www.elmundo.es/metropoli/otros-planes/2021/08/13/6101352ce4d4d8e62e8b4648.html","Friday, 13 August 2021","portada","513","515"
"beach club","beach club","ENG","""con musicón"", como ellos mismos se presentan. Waves es un 'beach club' con menos 'postureo' que un club de Ibiza, pero donde también","elmundo","https://www.elmundo.es/metropoli/otros-planes/2021/08/19/611cce32e4d4d80a3e8b45c9.html","Thursday, 19 August 2021","portada","2103","2105"
"beach club","beach club","ENG","de agua dulce que de agua salada tienen en Mandala su paraíso. Un 'beach club' dominado por una enorme piscina frente al mar con DJ, actuaciones en directo","elmundo","https://www.elmundo.es/metropoli/otros-planes/2021/08/19/611cce32e4d4d80a3e8b45c9.html","Thursday, 19 August 2021","portada","2540","2542"
"beach club","beach club","ENG","propietarios tienen intención de reflotar el negocio y han presentado ya una proyecto de 'beach club' de día, con propuesta gastronómica y actividades deportivas. Pero aun así no","eldiario","https://www.eldiario.es/catalunya/viaje-esqueletos-grandes-discotecas-fiesta-degradacion-pleitos-urbanisticos_130_8131066.html","Saturday, 14 August 2021","portada","1056","1058"
"beach house","beach house","ENG","chef francés se ha instalado en El Silencio, en Cala Moli, con un beach house de la parisina Silencio, que añade coctelería del barman Diego Cabrera (Salmón Gurú","elmundo","https://www.elmundo.es/economia/actualidad-economica/2021/08/04/61081a2ffdddff81368b462e.html","Wednesday, 04 August 2021","economia","275","277"
"beach house","beach house","ENG","dirección artística es la misma”, cuenta el empresario en el recién inaugurado 'beach house' de cala Molí, en el que quiere impulsar un punto de encuentro global","elpais","https://elpais.com/gente/2021-08-15/arnaud-frisch-fundador-de-el-silencio-ibiza-es-el-lugar-perfecto-para-explorar-en-cine-arte-y-moda.html","Tuesday, 17 August 2021","gente","650","652"
"beach house","beach house","ENG","a su homólogo parisino. Los tonos oscuros del local francés quedan fuera del 'beach house', donde la luz y el mar que lo rodea son parte esencial de","elpais","https://elpais.com/gente/2021-08-15/arnaud-frisch-fundador-de-el-silencio-ibiza-es-el-lugar-perfecto-para-explorar-en-cine-arte-y-moda.html","Tuesday, 17 August 2021","gente","1146","1148"
"beam-beam","beam-beam","ENG","Corea del Sur, los émbolos de vapor de General Fusion, el proceso 'beam-beam' de Helion Energy, y la fusión con láser de este experimento. Estamos","elconfidencial","https://www.elconfidencial.com/tecnologia/novaceno/2021-08-20/fusion-record-ignicion-estados-unidos_3242310/","Friday, 20 August 2021","tecnologia","575","578"
"beatniks","beatnik","ENG","en cuyas calles se mezclaba el olor del hachís de 'hippies' y 'beatniks' con mujeres de luto o familias de pescadores. Una droga desconocida entonces (","elpais","https://elpais.com/revista-de-verano/2021-08-13/gerald-brenan-lennon-o-brigitte-bardot-los-anos-mas-locos-de-la-costa-del-sol.html","Friday, 13 August 2021","cultura","421","422"
"beauty","beauty","ENG","para la siempre controvertida Gwyneth Paltrow, quien nunca se aleja de la polémica 'beauty' con sus extrañas recomendaciones de medicina alternativa o con sus velas con olor a","elmundo","https://www.elmundo.es/yodona/belleza/2021/08/05/610a993221efa0774f8b465e.html","Thursday, 05 August 2021","portada","929","930"
"beauty","beauty","ENG","principiantes.. . Por suerte, TikTok se ha convertido en nuestra nueva biblia 'beauty' con numerosos trucos para hacer de nuestro maquillaje algo espectacular sin morir en el","20minutos","https://www.20minutos.es/gonzoo/noticia/4797240/0/tiktok-revoluciona-mundo-maquillaje-truco-viral-eyeliner-perfecto/","Friday, 20 August 2021","estilo de vida","126","127"
"beauty","beauty","ENG","te has maquillado, se complica la misión de cumplir con los óptimos propósitos 'beauty'. ¿La solución? Los aclamados protectores en bruma.. . Las ventajas","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-05/fotoprotectores-en-bruma-reaplicar-spf-maquillaje_3215592/","Thursday, 05 August 2021","moda","86","87"
"beauty","beauty","ENG","para soportar las altas temperaturas del verano. Las propiedades del frío en asuntos 'beauty' son incuestionables. Seguro que has probado en tu propia piel las terapias con","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-07/corporales-efecto-frio-soportar-verano_3204543/","Saturday, 07 August 2021","moda","20","21"
"beauty","beauty","ENG","y será peor el remedio. Alíate con los sprays cosméticos. Pocos gestos 'beauty' son tan placenteros como aplicar una agua termal en los días de más calor","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-04/cosmetica-textura-sorbete-verano_3182984/","Wednesday, 04 August 2021","moda","251","252"
"beauty","beauty","ENG","efímeros.. . La hermana de Gigi Hadid reveló en Instagram su nueva obsesión 'beauty' con una mariposa y tres pequeños puntos debajo del ombligo. Bella ha recordado","20minutos","https://www.20minutos.es/noticia/4794511/0/bella-hadid-devuelve-la-vida-a-los-tatuajes-temporales/","Tuesday, 17 August 2021","gente","68","69"
"beauty","beauty","ENG","y natural que realce su belleza natural.. . Como buenas gurús del mundo 'beauty' que son ',' solemos seguir al pie de la letra los consejos","20minutos","https://www.20minutos.es/noticia/4800046/0/modelo-taylor-hill-rutina-maquillaje-dia-cinco-minutos/","Tuesday, 24 August 2021","gente","78","79"
"beauty","beauty","ENG","mi columna y mis rodillas estén en la mejor forma posible"".. . hora beauty: ""Mi dermatólogo es el doctor Juan Sopena, garantía de buen cuidado.","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/ocio/2021-08-22/parada-obligatoria-alaska_3226904/","Sunday, 22 August 2021","moda","894","895"
"beauty","beauty","ENG","La última y peligrosa tendencia viral 'beauty': los 'brackets' falsos. Muchos de nosotros hemos pasado antes o","20minutos","https://www.20minutos.es/gonzoo/noticia/4794733/0/ultima-peligrosa-tendencia-viral-beauty-brackets-falsos/","Tuesday, 17 August 2021","estilo de vida","7","8"
"beauty","beauty","ENG","ello, debemos esmerarnos en un buen cuidado facial, sin embargo un truco 'beauty' para potenciar este efecto siempre es bien recibido.. . TikTok es el lugar","20minutos","https://www.20minutos.es/gonzoo/noticia/4796633/0/truco-maquillaje-aplicar-spray-fijador-viral-tiktok-acabado-radiante/","Thursday, 19 August 2021","estilo de vida","67","68"
"beauty","beauty","ENG","Los últimos descubrimientos 'beauty' que triunfarán esta temporada: del oro a la crioterapia. El fantástico mundo","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-19/ultimos-descubrimientos-beauty-temporada_3225572/","Thursday, 19 August 2021","moda","4","5"
"beauty","beauty","ENG","fascinarnos. Las firmas trabajan intensamente por sorprendernos y lo consiguen. Descubrir tesoritos ‘beauty’ es uno de los grandes (y sencillos) placeres que te permiten subir","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-19/ultimos-descubrimientos-beauty-temporada_3225572/","Thursday, 19 August 2021","moda","41","42"
"beauty bag summer","beauty bag summer","ENG","sprays refrescantes y ser más selectiva con las referencias que formarán parte de tu 'beauty bag summer'.. . Es tu oportunidad de adaptar la limpieza facial a los nuevos gestos","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-08/kits-cosmeticos-edicion-limitada-verano_3213468/","Sunday, 08 August 2021","moda","80","83"
"beauty drama","beauty drama","ENG","“resistente al agua”, sufres por su inexistencia. Para superar este ‘beauty drama’ ha llegado Legit Lashes Waterproof Topcoat, de Huda (19,99 euros, en","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2021-08-19/ultimos-descubrimientos-beauty-temporada_3225572/","Thursday, 19 August 2021","moda","358","360"
"beauty look","beauty look","ENG","vaqueros y camisetas sin mangas, un look casual que queda reforzado por un ‘beauty look’ igualmente desenfadado que manda el mensaje de que si Audrey Hepburn se asomara ahora","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-07/campana-polemica-tiffany-madre_3213215/","Saturday, 07 August 2021","moda","303","305"
"beige","beige","ENG","vende hasta en seis colores: cuatro de ellos lisos (negro, blanco, beige y amarillo) y dos estampados (de flores y de lunares). Eso","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-10/vestido-hm-comodo-asequible-seis-colores_3174516/","Tuesday, 10 August 2021","moda","501","502"
"bell hooks","bell hook","ENG","El feminismo afroamericano y de clase de bell hooks: escribir sobre cultura para transformar la sociedad. La estadounidense Gloria Jean Watkins,","eldiario","https://www.eldiario.es/cultura/feminismo-afroamericano-clase-bell-hooks-escribir-cultura-transformar-sociedad_1_8196905.html","Saturday, 07 August 2021","cultura","7","9"
"bell hooks","bell hook","ENG","la sociedad. La estadounidense Gloria Jean Watkins, más conocida por su nombre artístico bell hooks (en minúscula), es un nombre clave del feminismo antirracista y con un","eldiario","https://www.eldiario.es/cultura/feminismo-afroamericano-clase-bell-hooks-escribir-cultura-transformar-sociedad_1_8196905.html","Saturday, 07 August 2021","cultura","30","32"
"belongs to daddy","belongs to daddy","ENG","fue un fracaso comercial a pesar de incluir canciones tan emblemáticas como 'My heart belongs to daddy'; y tampoco consiguió protagonizar 'Desayuno con diamantes' a pesar de que","elpais","https://elpais.com/icon/cultura/2021-08-12/era-el-sueno-de-cualquier-fotografo-con-ropa-o-sin-ella-asi-fue-la-ultima-y-casi-destruida-sesion-de-fotos-de-marilyn.html","Thursday, 12 August 2021","portada","666","669"
"benchmarks","benchmark","ENG","en el caso de los iPad Pro) a procesadores para ordenadores en los 'benchmarks'. Un trabajo que ha permitido a Apple durante muchos años vivir sin tener","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-09/procesadores-moviles-google-pixel-6_3215124/","Monday, 09 August 2021","tecnologia","462","463"
"best seller","best seller","ENG","total en la población adulta española.'. . 'Como se explica en el best seller «¿Qué comes? Ciencia y conciencia para resistir» (Planeta, 2020","efe","https://www.efesalud.com/articulo-carne-dieta-cantidad-tipo-consumo","Thursday, 12 August 2021","salud","1224","1226"
"best sellers","best seller","ENG","la propuesta de 'prêt-à-porter' de temporada y sus 'best sellers' (bolsos, relojes, perfumes). Presente de forma regular en Saint","elpais","https://elpais.com/gente/2021-08-24/la-moda-hace-pop-y-ya-no-hay-stop-las-tiendas-efimeras-hacen-furor-en-espana.html","Tuesday, 24 August 2021","gente","950","952"
"best sellers","best seller","ENG","'. El vasco se adelanta a una 'rentrée' literaria cargada de 'best sellers, thrillers,' poesía 'millennial' y ensayos históricos. El confinamiento de","elmundo","https://www.elmundo.es/papel/cultura/2021/08/24/612367bcfdddff27bc8b464a.html","Tuesday, 24 August 2021","portada","56","58"
"best-seller","best-seller","ENG",", Enrique López Lavigne y Diego Suárez Chialvo, ha adquirido los derechos audiovisuales del best-seller de Fernando Gamboa, uno de los libros de más recorrido en España de los","eldiario","https://vertele.eldiario.es/series/javier-olivares-metera-ultima-cripta-adaptacion-novela-fernando-gamboa-forma-serie-tv_1_8259548.html","Tuesday, 31 August 2021","television","120","123"
"best-seller","best-seller","ENG","Brooks, embarcándose en una aventura a lo 'Indiana Jones.'. . Un best-seller más que se verá en TV. . 'La última cripta' es el último","eldiario","https://vertele.eldiario.es/series/javier-olivares-metera-ultima-cripta-adaptacion-novela-fernando-gamboa-forma-serie-tv_1_8259548.html","Tuesday, 31 August 2021","television","482","485"
"best-seller","best-seller","ENG","equipo de 'Big Little Lies' ',' que adapta de nuevo un best-seller de Liane Moriaty, garantía de calidad.. . Primer teaser de 'Nine Perfect","eldiario","https://vertele.eldiario.es/series-usa/amazon-estrena-nine-perfect-strangers-llamada-serie-verano-llega-critica-dividida_1_8228907.html","Thursday, 19 August 2021","television","106","109"
"best-seller","best-seller","ENG","David E. Kelly, el showrunner que se encargó de llevar a la televisión el best-seller 'Big Little Lies' de la misma autora y 'The Undoing',","eldiario","https://vertele.eldiario.es/series-usa/amazon-estrena-nine-perfect-strangers-llamada-serie-verano-llega-critica-dividida_1_8228907.html","Thursday, 19 August 2021","television","741","744"
"best-seller","best-seller","ENG","de excedente y coche vendido, es lógico que los fabricantes procuren que sus marcas best-seller declaren cumplir con el límite exigido por la UE.. . En este contexto,","elmundo","https://www.elmundo.es/ciencia-y-salud/medio-ambiente/2021/08/02/6106771be4d4d82a0b8b45c4.html","Monday, 02 August 2021","portada","614","617"
"best-seller","best-seller","ENG","vistazo"", si bien no está a la altura de la adaptación del otro best-seller de Moriarty: ""Los primeros episodios son todos fuertes, aunque sin el poder","eldiario","https://vertele.eldiario.es/series-usa/amazon-estrena-nine-perfect-strangers-llamada-serie-verano-llega-critica-dividida_1_8228907.html","Thursday, 19 August 2021","television","1395","1398"
"best-seller","best-seller","ENG",", estrenada en 2017, estuvo basada casi de forma íntegra en la trama del best-seller que Margaret Atwood publicó en 1985, basado en el Berlín que ella vivió antes","eldiario","https://vertele.eldiario.es/series/cinco-series-exito-mas-alla-libros-adaptaban_1_8243230.html","Tuesday, 24 August 2021","television","636","639"
"best-sellers","best-seller","ENG",", a día de hoy se han anunciado las adaptaciones de hasta una treintena de best-sellers. Unas, como 'La edad de la ira' de Nando López,","eldiario","https://vertele.eldiario.es/series/javier-olivares-metera-ultima-cripta-adaptacion-novela-fernando-gamboa-forma-serie-tv_1_8259548.html","Tuesday, 31 August 2021","television","567","570"
"best-sellers","best-seller","ENG",", una célebre columnista del 'New York Times' que también ha escrito 'best-sellers' en los que indaga en cuáles son los atributos que definen a una relación","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/2021-08-07/relaciones-de-pareja-acuerdos-amor-sexo_3220324/","Saturday, 07 August 2021","gente","483","486"
"best-sellers","best-seller","ENG","' '. . La saga de la autora estadounidense se convirtió en una serie de best-sellers que comenzaron en 2008 y no tardaron en tener su adaptación cinematográfica, solo cuatro","20minutos","https://www.20minutos.es/cinemania/noticias/que-queda-del-legado-de-los-juegos-del-hambre-mas-alla-de-jennifer-lawrence-4805002/","Monday, 30 August 2021","portada","193","196"
"bestseller","bestseller","ENG","3.000 copias es un éxito, un juego de éxito puede superar a un 'bestseller'. . Mercurio se encuentra en un punto intermedio entre las gigantescas y las pequeñas","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/2021-08-14/locura-juegos-mesa-garzon-pandemia-jugones_3229014/","Saturday, 14 August 2021","gente","1797","1798"
"bestseller","bestseller","ENG","sabíamos que el equipo de diseño de la marca había vuelto a crear un 'bestseller'.. . Con una venta masiva fulminante, son varias las veces que la","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-14/pantalon-culotte-estampado-stradivarius-verano_3187576/","Saturday, 14 August 2021","moda","83","84"
"bestsellers","bestseller","ENG","define más al mercado anglosajón que al español. «Incluso si hablamos de 'bestsellers' literarios como Almudena Grandes, Elvira Lindo o Julia Navarro, no tengo la","elmundo","https://www.elmundo.es/cultura/literatura/2021/08/02/6106c1f821efa06c548b4607.html","Monday, 02 August 2021","cultura","1208","1209"
"bestsellers","bestseller","ENG","unos días de su exhibición oficial al mundo, ya se ha colado entre sus bestsellers, por algo será.. . Con este último dato no te costará nada intuir","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-26/chaqueta-bomber-basica-barata-stradivarius_3249694/","Thursday, 26 August 2021","moda","239","240"
"bestsellers","bestseller","ENG","es un éxito, muchas editoriales se mantienen año tras año a base de ‘bestsellers’ que siguen vendiendo grandes cantidades al año, como ocurre en Mercurio con Speed","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/2021-08-14/locura-juegos-mesa-garzon-pandemia-jugones_3229014/","Saturday, 14 August 2021","gente","1862","1863"
"bestsellers","bestseller","ENG","SanDisk Ultra Flair USB 3.0 de 128 USB. . Encabezamos la lista de los 'bestsellers' con el 'pendrive' SanDisk Ultra Flair USB 3.0 de 128 USB,","elconfidencial","https://www.elconfidencial.com/decompras/gadgets/2021-08-09/pendrives-amazon-mas-vendidos-vuelta-trabajo_3205207/","Monday, 09 August 2021","tecnologia","688","689"
"betting","betting","ENG","(15 millones anuales). A estas cantidades se suman acuerdos por el 'betting' de la competición, por los que se pagarán 1,66 millones de euros anuales","elconfidencial","https://www.elconfidencial.com/deportes/futbol/2021-08-17/luis-rubiales-javier-tebas-cvc-rfef-laliga_3236722/","Tuesday, 17 August 2021","deporte","408","409"
"big band","big band","ENG","en su amor por el jazz. Tocó en varias formaciones y fundó una 'big band,' la Charlie Watts Orchestra. Y después formó A, B, C","elmundo","https://www.elmundo.es/cultura/musica/2021/08/24/6125201b21efa002708b4610.html","Tuesday, 24 August 2021","cultura","829","831"
"big bang","big bang","ENG","sexo te lleva al origen y el vacío en parte anda por ahí. Un big bang es un pequeño orgasmo. Follar me acerca a Dios.. . P. ¿Una","elpais","https://elpais.com/espana/2021-08-31/noemi-casquet-consumimos-cuerpos-como-si-fueran-vibradores.html","Tuesday, 31 August 2021","cultura","201","203"
"big bang","big bang","ENG","sexo te lleva al origen y el vacío en parte anda por ahí. Un big bang es un pequeño orgasmo. Follar me acerca a Dios. . P. Ya estamos con","elpais","https://elpais.com/espana/2021-08-31/noemi-casquet-consumimos-cuerpos-como-si-fueran-vibradores.html","Tuesday, 31 August 2021","cultura","467","469"
"Big Data","big data","ENG","una amplia gama de servicios y soluciones integradas de Ciberseguridad, Cloud, IoT, Big Data o Blockchain. Para afianzar su posición y sus capacidades en Cloud, acaba de","20minutos","https://www.20minutos.es/noticia/4779357/0/telefonica-plan-transformacion-trimestre-historico/","Monday, 02 August 2021","portada","520","522"
"big data","big data","ENG","en aumentar las competencias de los inspectores, ampliar enfoques y aprovechar más el 'big data' para detectar fraudes.. . Glovo y Deliveroo desafían la entrada en vigor de","eldiario","https://www.eldiario.es/economia/director-inspeccion-trabajo-pondremos-marcha-dispositivo-cumpla-ley-rider_1_8215542.html","Thursday, 12 August 2021","economia","175","177"
"big data","big data","ENG","pues, lo que hubiera podido parecernos inevitable días atrás siguiendo los consejos del 'big data' y la inteligencia artificial aplicados a la política posmoderna, se ha convertido ahora","elpais","https://elpais.com/opinion/2021-08-21/afganistan-y-el-nuevo-gran-juego.html","Saturday, 21 August 2021","portada","202","204"
"big data","big data","ENG","Alergia a los fármacos o 'big data': posgrados de formación continua para impulsar tu carrera. Tras el covid-19,","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/educacion/2021-08-09/universidad-master-formacion-continua-bra_3193031/","Monday, 09 August 2021","gente","6","8"
"big data","big data","ENG","problema a través de la incorporación de asignaturas en campos tan actuales como el 'big data', la protección de datos, la alergia a fármacos o la neurocirugía funcional","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/educacion/2021-08-09/universidad-master-formacion-continua-bra_3193031/","Monday, 09 August 2021","gente","328","330"
"Big Data","big data","ENG","para desarrollarse y triunfar en el nuevo entorno digital. 'eCommerce', 'Big Data', 'Outbound' e 'Inbound' 'Marketing', 'Agile","20minutos","https://www.20minutos.es/noticia/4804527/0/que-habilidades-digitales-convienen-a-jovenes-y-seniors-para-encontrar-empleo/","Monday, 30 August 2021","economia","329","331"
"big data","big data","ENG","en un laboratorio: el cuidado de las muestras, procesos, la importancia del big data, el análisis y sus fases, así como los resultados obtenidos en un laboratorio","efe","https://www.efesalud.com/laboratorio-pruebas-virtual","Thursday, 05 August 2021","salud","273","275"
"big data","big data","ENG","el centro de innovación digital deportivo más relevante a nivel mundial, vía contenidos, big data y de producción audiovisual.'. . '- Barça Innovation Hub: plataforma de","20minutos","https://www.20minutos.es/deportes/noticia/4792724/0/bartomeu-carta-laporta-barcelona/","Saturday, 14 August 2021","deporte","1254","1256"
"big data","big data","ENG","masivas al Registro Mercantil a través de herramientas avanzadas de análisis de datos, 'big data' e inteligencia artificial. Estas técnicas permiten contrastar cientos de miles de documentos a","eldiario","https://www.eldiario.es/tecnologia/tasa-franquista-secuestra-datos-mercantiles-lastra-lucha-fraude_1_8183757.html","Sunday, 01 August 2021","tecnologia","231","233"
"Big Data","big data","ENG","importante mencionar que Decathlon posee una tecnología similar.. . Tecnología 'SAP' y Big Data. . Mercadona es el supermercado líder en España porque posee un 25% de la","20minutos","https://www.20minutos.es/tecnologia/actualidad/los-supermercados-del-futuro-la-tecnologia-que-revolucionara-nuestra-manera-de-comprar-4805336/","Tuesday, 31 August 2021","tecnologia","423","425"
"Big Data","big data","ENG",", se optimiza la gestión de sus almacenes y el aprovisionamiento.. . Gracias al Big Data y la analítica, los supermercados Dia obtienen información precisa de cada cliente, es","20minutos","https://www.20minutos.es/tecnologia/actualidad/los-supermercados-del-futuro-la-tecnologia-que-revolucionara-nuestra-manera-de-comprar-4805336/","Tuesday, 31 August 2021","tecnologia","541","543"
"Big Data","big data","ENG","mejorar los sistemas de análisis de datos de la Policía Nacional.. . Tanto el Big Data y la Inteligencia Artificial se han convertido en las herramientas esenciales para crear dichos modelos","20minutos","https://www.20minutos.es/tecnologia/actualidad/adios-a-los-ataques-terroristas-el-ministerio-del-interior-espanol-usara-big-data-e-inteligencia-artificial-para-evitar-las-posibles-amenazas-4785732/","Thursday, 05 August 2021","tecnologia","95","97"
"Big Data","big data","ENG","nuevo sistema?. . Gracias a la relación que existe entre la Inteligencia Artificial, Big Data y seguridad en varias instituciones y empresas se han conseguido detectar movimientos sospechosos. Asim","20minutos","https://www.20minutos.es/tecnologia/actualidad/adios-a-los-ataques-terroristas-el-ministerio-del-interior-espanol-usara-big-data-e-inteligencia-artificial-para-evitar-las-posibles-amenazas-4785732/","Thursday, 05 August 2021","tecnologia","295","297"
"big data","big data","ENG","Oleada: Pulso de la innovación en gran consumo de la compañía de servicios de big data y analíticas predictivas, IRI, y Lantern en el que se avanza que los","efe","https://www.efeagro.com/noticia/gran-consumo-confinamiento-online/","Tuesday, 31 August 2021","medio ambiente","79","81"
"big data","big data","ENG","todo el mundo hablará de ello, como del 'blockchain', del 'big data' o del internet de las cosas: sin tener ni idea, pero con","elpais","https://elpais.com/ideas/2021-08-15/de-paseo-por-el-metaverso-donde-uno-puede-ir-a-museos-comprar-un-coche-volador-o-construir-una-catedral.html","Sunday, 15 August 2021","portada","73","75"
"big data","big data","ENG","centro de innovación digital deportivo más relevante a nivel mundial, vía contenidos, 'big data' y de producción audiovisual; Barça Innovation Hub, la plataforma de impulso de","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-16/blackstone-merchandising-barca-220-millones_3232126/","Monday, 16 August 2021","economia","625","627"
"Big Data","big data","ENG","una capacidad predictiva. La Inteligencia Artificial, la computación en la nube y el Big Data han sido los principales factores para desarrollar esta herramienta.. . El ejército de los","20minutos","https://www.20minutos.es/tecnologia/actualidad/el-pentagono-de-los-estados-unidos-desarrolla-una-inteligencia-artificial-que-es-capaz-de-detectar-los-ataques-militares-4784754/","Wednesday, 04 August 2021","tecnologia","147","149"
"Big Data","big data","ENG","aplicaciones. Por otro lado, los avances en IA están impulsando el uso del Big Data debido a su habilidad para procesar grandes cantidades de datos y proporcionar ventajas para posicionarse","20minutos","https://www.20minutos.es/tecnologia/actualidad/hasta-donde-puede-llegar-la-inteligencia-artificial-podria-llegar-a-sustituir-a-las-personas-4798788/","Monday, 23 August 2021","tecnologia","356","358"
"Big Data","big data","ENG","Sergi Canós, el goleador que se pulió con el Big Data. En el segundo capítulo de la serie ‘Orígenes’, el activista y","elpais","https://elpais.com/deportes/2021-08-19/sergi-canos-el-goleador-que-se-pulio-con-el-big-data.html","Thursday, 19 August 2021","deporte","10","12"
"big data","big data","ENG","pública hace menos de una semana. Comandada por el técnico informático especializado en 'big data' Íñigo González nacía y crecía con un objetivo tan simple como claro y sin","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-27/ayusocoin-comunidad-criptomoneda-pelotazo-invento_3250522/","Friday, 27 August 2021","tecnologia","262","264"
"big data","big data","ENG","su especialidad académica. Por ejemplo, “información colosal” donde debería decir 'big data;' “consciencia falsificada” en vez de inteligencia artificial; o “sobras","elpais","https://elpais.com/revista-de-verano/2021-08-20/una-estafa-de-patas-cortas.html","Friday, 20 August 2021","portada","197","199"
