borrowing,lang,context,newspaper,url,date,section,start_token,end_token
hackers,ENG,Unidos presentara cargos contra los “hackers” por intentar robar información sobre,efe,https://www.efesalud.com/residentes-america-enfermedad-grave-covid-19/,2020-07-22 00:00:00+00:00,salud,618,619
hackers,ENG,Unos hackers chantajean a Adif tras robarles 800,lavanguardia,https://www.lavanguardia.com/vida/20200723/482473804878/hackers-chantajean-adif-informacion-sensible.html,2020-07-23 00:00:00+00:00,salud,1,2
hackers,ENG,viernes las acusaciones de que «hackers» vinculados con su Gobierno intentaron,abc,https://www.abc.es/internacional/abci-china-rechaza-acusaciones-intento-robar-informacion-sobre-vacuna-moderna-202007311107_noticia.html,2020-07-31 00:00:00+00:00,internacional,80,81
hackers,ENG,y Reino Unido denuncian que 'hackers' al servicio de Rusia espían,eldiario,https://www.eldiario.es/internacional/reino-unido-denuncia-hackers-servicio-rusia-espian-laboratorios-desarrollan-vacuna-covid-19_1_6109254.html,2020-07-16 00:00:00+00:00,internacional,8,9
hacking team,ENG,"julio de 2015, la empresa Hacking Team, especializada en herramientas de vigilancia",elpais,https://elpais.com/tecnologia/2020-07-18/asi-funciona-pegasus-el-software-de-espionaje-mas-celebre-del-mundo.html,2020-07-18 00:00:00+00:00,portada,342,344
hacking,ENG,"técnica de «crianza campestre o hacking», que consiste en la",abc,https://www.abc.es/espana/castilla-la-mancha/toledo/pueblos/abci-junta-participa-proyecto-reintroduccion-cernicalo-primilla-202007071509_noticia.html,2020-07-07 00:00:00+00:00,espana,,
hair food,ENG,"en el mercado, como las hair food de Garnier que hemos mencionado antes",20minutos,https://www.20minutos.es/noticia/4312645/0/metodo-curly-hair-rutina-capilar-sensacion-deberias-probar/,2020-07-03 00:00:00+00:00,portada,,
hair milk,ENG,y teñido  Esta crema ‘hair milk’ para el cabello está principalmente,lavanguardia,https://www.lavanguardia.com/comprar/20200715/482326847906/hidratacion-cabello-sol-verano-productos-milagrosos.html,2020-07-15 00:00:00+00:00,portada,485,487
hall,ENG,"elegante de época. Tiene 'hall' de recepción, gran '",elpais,https://elpais.com/internacional/2020-07-13/casa-natal-del-che-se-vende.html,2020-07-13 00:00:00+00:00,portada,742,743
hall,ENG,cuadrados de un edificio cuyo «hall» de entrada tendrá un pequeño,abc,https://www.abc.es/economia/abci-bnew-sera-show-4-platos-desde-barcelona-mundo-202007190254_noticia.html,2020-07-19 00:00:00+00:00,portada,1007,1008
hall,ENG,Nos han acorralado en el 'hall' a todas las tías y,elpais,https://elpais.com/espana/madrid/2020-07-27/desmantelada-una-fiesta-ilegal-tratabamos-de-guardar-las-drogas-donde-podiamos.html,2020-07-27 00:00:00+00:00,espana,219,220
halter,ENG,", un diseño con escote halter, cintas a la cintura",elpais,https://elpais.com/gente/2020-07-10/el-armario-con-estilismos-de-menos-de-200-euros-al-dia-de-letizia-en-su-gira-por-espana.html,2020-07-10 00:00:00+00:00,portada,,
halter,ENG,"fetiche—, de escote halter que ya estrenó en Mallorca",elpais,https://elpais.com/gente/2020-07-10/el-armario-con-estilismos-de-menos-de-200-euros-al-dia-de-letizia-en-su-gira-por-espana.html,2020-07-10 00:00:00+00:00,portada,,
halter,ENG,"lunares blancos, con escote ‘halter’ y lazada que luce con",lavanguardia,https://www.lavanguardia.com/de-moda/moda/20200725/482481946512/kate-moss-mejores-peores-vestidos-semana-julio.html,2020-07-25 00:00:00+00:00,moda,206,207
handling,ENG,", personal de mantenimiento, de handling o la plantilla de servicios generales",elpais,https://cincodias.elpais.com/cincodias/2020/07/23/companias/1595529159_445853.html,2020-07-24 00:00:00+00:00,portada,866,867
handling,ENG,"conoce como el convenio de handling, que en su última",elconfidencial,https://www.elconfidencial.com/espana/2020-07-05/covid-19-aena-aeropuertos-sanidad-exterior-interserve_2658876/,2020-07-05 00:00:00+00:00,espana,,
handling,ENG,conciliación aplicar el convenio de handling. Las empresas multiservicios dispararon,elconfidencial,https://www.elconfidencial.com/espana/2020-07-05/covid-19-aena-aeropuertos-sanidad-exterior-interserve_2658876/,2020-07-05 00:00:00+00:00,espana,,
handling,ENG,personal de mantenimiento y de 'handling' con que cuentan Iberia y,elpais,https://cincodias.elpais.com/cincodias/2020/07/23/companias/1595529159_445853.html,2020-07-24 00:00:00+00:00,portada,932,933
handmade,ENG,"locales, el crecimiento del «handmade» contribuye a revitalizar el ámbito",abc,https://www.abc.es/economia/abci-negocio-artesania-entra-siglo-202007050244_noticia.html,2020-07-05 00:00:00+00:00,economia,,
happenings,ENG,"'performance', los 'happenings' y el arte de acción",elpais,https://elpais.com/cultura/2020/07/30/babelia/1596101375_205932.html,2020-07-30 00:00:00+00:00,portada,424,425
happiness,ENG,", fortuna (la palabra happiness procede de la palabra fortuna",elconfidencial,https://www.elconfidencial.com/empresas/2020-07-01/capitalismo-negocios-universidad-budista-endesa-bra_2652988/,2020-07-01 00:00:00+00:00,economia,,
happy end,ENG,"Este añadido tiene algo de 'happy end' amargo, casual y no",eldiario,https://www.eldiario.es/cultura/cine/jean-gabriel-periot-no-creo-peliculas-politicas-puedan-dar-resultados-politicos-necesitamos_1_6121060.html,2020-07-23 00:00:00+00:00,cultura,825,827
happy hour,ENG,"cartel de ""Esta noche 'happy hour' "" se cambia por """,20minutos,https://www.20minutos.es/opinion/rebeca-marin-vacaciones-bien-familia-20200729-4338129/,2020-07-29 00:00:00+00:00,portada,310,312
happy hour,ENG,y ¡además puedes disfrutarlo en happy hour!  10. Negroni:,abc,https://www.abc.es/viajar/gastronomia/abci-como-surgio-mojito-sangria-o-tonic-tres-cocteles-mas-populares-instagram-202007150215_noticia.html,2020-07-15 00:00:00+00:00,estilo de vida,2175,2177
happy hour,ENG,milenials. El bar sin 'happy hour' no atrae ocio adolescente”,elpais,https://elpais.com/economia/estar-donde-estes/2020-07-28/la-restauracion-y-la-nueva-rentabilidad-este-es-el-coste-real-de-cada-cerveza.html,2020-07-28 00:00:00+00:00,portada,1060,1062
happy place,ENG,"llama un locus amoenus, un happy place, un lugar feliz. Y",lavanguardia,https://www.lavanguardia.com/series/20200731/482589162763/series-estrenos-agosto-netflix-hbo-espana-starzplay-movistar-filmin.html,2020-07-31 00:00:00+00:00,television,410,412
happy,ENG,the complete chain cause im too happy we are 1 MILLION NOW !,20minutos,https://www.20minutos.es/gonzoo/noticia/4318144/0/artista-tiktok-transformando-largas-trenzas-personajes-objetos/,2020-07-08 00:00:00+00:00,estilo de vida,,
happy-end,ENG,"a medias. Junto a 'Happy-End', entre los primeros pases",lavanguardia,https://www.lavanguardia.com/internacional/20200731/482587966877/gobierno-ruso-recomienda-peliculas-alegres-reapertura-cines.html,2020-07-31 00:00:00+00:00,portada,784,787
happy-end,ENG,"del viernes al sábado será 'Happy-End', una comedia rusa ambientada",lavanguardia,https://www.lavanguardia.com/internacional/20200731/482587966877/gobierno-ruso-recomienda-peliculas-alegres-reapertura-cines.html,2020-07-31 00:00:00+00:00,portada,274,277
hard power,ENG,", nos centramos en el ‘hard power’: la fortaleza militar,",elconfidencial,https://www.elconfidencial.com/mundo/2020-07-13/asi-domina-mundo-union-europea_2675036/,2020-07-13 00:00:00+00:00,internacional,486,488
hardcore,ENG,", aunque también hay agresividad 'hardcore' y un modelo, los",elpais,https://elpais.com/cultura/2020-07-15/otros-16-discos-del-rock-espanol-de-los-ochenta-que-hay-que-escuchar-una-y-otra-vez.html,2020-07-15 00:00:00+00:00,portada,1514,1515
hardcore,ENG,Concostrina. Ella es muy 'hardcore'. Me encanta ese punto,elmundo,https://www.elmundo.es/cultura/cine/2020/07/16/5f0f0a9521efa04d588b456e.html,2020-07-16 00:00:00+00:00,portada,622,623
hardware,ENG,", afirma Calero. Como hardware, debemos considerar tanto a",elpais,https://elpais.com/tecnologia/2020-07-11/cuanto-dioxido-de-carbono-se-emite-al-enviar-un-tuit-hacer-una-busqueda-o-ver-un-video-de-youtube.html,2020-07-11 00:00:00+00:00,portada,,
hardware,ENG,", visto que en el 'hardware' no me iba muy bien",elconfidencial,https://www.elconfidencial.com/empresas/2020-07-13/jose-luis-dominguez-amstrad-teknoland-galerias_2677167/,2020-07-13 00:00:00+00:00,economia,1388,1389
hardware,ENG,"3D con los avances en el hardware, y cada nueva entrega hace",lavanguardia,https://www.lavanguardia.com/videojuegos/20200717/482336286429/paper-mario-the-origami-king-creadores-tanabe-tabata-nagaya-nintendo-switch.html,2020-07-17 00:00:00+00:00,tecnologia,468,469
hardware,ENG,"a un software que a un hardware, la red 5G es",elpais,https://elpais.com/internacional/2020-07-22/la-subasta-del-5g-en-brasil-un-nuevo-capitulo-de-la-guerra-fria-entre-china-y-estados-unidos.html,2020-07-22 00:00:00+00:00,portada,1085,1086
hardware,ENG,"beneficio en sus productos de ‘hardware’, el Mi 10 Pro",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,3030,3031
hardware,ENG,"de materiales: 8,5  'Hardware': 8  Sistema operativo",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,3438,3439
hardware,ENG,"de materiales: 8,5  'Hardware': 9,5  Sistema operativo",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,2890,2891
hardware,ENG,de materiales: 9  'Hardware': 8  Sistema operativo,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,2477,2478
hardware,ENG,de materiales: 9  'Hardware': 9  Sistema operativo,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,1558,1559
hardware,ENG,de materiales: 9  'Hardware': 9  Sistema operativo,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,2023,2024
hardware,ENG,de materiales: 9  'Hardware': 9  Sistema operativo,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,730,731
hardware,ENG,"de materiales: 9  'Hardware': 9,5  Sistema operativo",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,1174,1175
hardware,ENG,"empresas tratan de mejorar el hardware, aún queda mucho trabajo",elpais,https://elpais.com/tecnologia/2020-07-11/cuanto-dioxido-de-carbono-se-emite-al-enviar-un-tuit-hacer-una-busqueda-o-ver-un-video-de-youtube.html,2020-07-11 00:00:00+00:00,portada,,
hardware,ENG,"es que una cosa es el hardware, el mando, que es",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-25/movistar-voz-aura_2692260/,2020-07-25 00:00:00+00:00,tecnologia,1721,1722
hardware,ENG,"forma inmediata, aunque no del hardware, pero Dowden ha asegurado que",elmundo,https://www.elmundo.es/economia/empresas/2020/07/14/5f0d9efffdddff1e0f8b458f.html,2020-07-14 00:00:00+00:00,economia,694,695
hardware,ENG,"mejores del año en cuanto 'hardware': Adiós, Google.",20minutos,https://www.20minutos.es/noticia/4329537/0/huawei-p40-pro-el-resultado-real-del-popular-dicho-la-potencia-sin-control-no-sirve-para-nada/,2020-07-20 00:00:00+00:00,portada,886,887
hardware,ENG,"precio del mercado: el ‘hardware’ más potente, un buen",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,1324,1325
hardware,ENG,presidenciales estadounidenses.  El 'hardware' vuelve a ser sexy  ,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-30/apple-covid-coronavirus-iphone-ipad_2700811/,2020-07-30 00:00:00+00:00,tecnologia,1020,1021
hardware,ENG,"'software', de 'hardware', de nuestro cerebro.",elpais,https://elpais.com/elpais/2020/07/07/dias_de_vino_y_podcasts/1594108776_925850.html,2020-07-15 00:00:00+00:00,portada,1976,1977
hardware,ENG,"también a las empresas de hardware, subraya.. . ",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-03/india-china-apps-tiktok-digital-huawei-nuctech_2665812/,2020-07-03 00:00:00+00:00,tecnologia,,
hardware,ENG,"Tanto de acceso a internet, hardware y programas de aprendizaje, como",elconfidencial,https://www.elconfidencial.com/economia/2020-07-09/demoledor-informe-fedea-educacion-endogamia-inmovilismo_2674684/,2020-07-09 00:00:00+00:00,economia,,
hardware,ENG,usted quería entrar en el 'hardware'. R. Sí.,elconfidencial,https://www.elconfidencial.com/empresas/2020-07-13/jose-luis-dominguez-amstrad-teknoland-galerias_2677167/,2020-07-13 00:00:00+00:00,economia,2009,2010
hardware,ENG,"y no estar vinculado al hardware. Es decir, se",elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-08/huawei-5g-francia-reino-unido-guerra-comercial-eeuu_2670656/,2020-07-08 00:00:00+00:00,tecnologia,,
hardware,ENG,% de su masa es “hardware heredado” del Curiosity. “,lavanguardia,https://www.lavanguardia.com/vida/20200726/482522766464/nasa-marte-exploracion-vida-perseverance-rover.html,2020-07-26 00:00:00+00:00,salud,545,546
hardware,ENG,. Aunque también por lograr un hardware y un software que suelen despuntar,lavanguardia,https://www.lavanguardia.com/tecnologia/20200723/482470005335/oneplus-nord-telefono-gama-media-precio-caracteristicas-funciones-memoria-camara.html,2020-07-23 00:00:00+00:00,tecnologia,89,90
hardware,ENG,a software y hardware pero también todo lo relativo,elpais,https://elpais.com/tecnologia/2020-07-11/cuanto-dioxido-de-carbono-se-emite-al-enviar-un-tuit-hacer-una-busqueda-o-ver-un-video-de-youtube.html,2020-07-11 00:00:00+00:00,portada,,
hardware,ENG,a su cita con el nuevo hardware de Microsoft. Aunque el primer,lavanguardia,https://www.lavanguardia.com/videojuegos/20200724/482477846832/xbox-games-showcase-juegos-series-x-halo-resumen-anuncios.html,2020-07-24 00:00:00+00:00,tecnologia,345,346
hardware,ENG,adquirir un nuevo “equipamiento 'hardware' y 'software' ”,elpais,https://elpais.com/espana/2020-07-16/interior-gasta-15-millones-al-ano-en-su-sistema-de-espionaje-de-comunicaciones.html,2020-07-16 00:00:00+00:00,portada,701,702
hardware,ENG,Apple por su negocio de 'hardware' se van a acabar en,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-30/apple-covid-coronavirus-iphone-ipad_2700811/,2020-07-30 00:00:00+00:00,tecnologia,1106,1107
hardware,ENG,de beneficios en la venta de hardware y ganan más con el software,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-14/ps5-precio-mercado_2681607/,2020-07-14 00:00:00+00:00,tecnologia,520,521
hardware,ENG,de la Presidencia y domina su hardware (la estructura) tanto como,elpais,https://elpais.com/elpais/2020/07/27/eps/1595849145_113048.html,2020-07-31 00:00:00+00:00,portada,4215,4216
hardware,ENG,la demanda de aplicaciones y 'hardware' para teletrabajar ha contrarrestado la,elpais,https://elpais.com/economia/2020-07-30/los-gigantes-tecnologicos-crecen-en-medio-de-la-debacle-economica-en-estados-unidos.html,2020-07-31 00:00:00+00:00,economia,135,136
hardware,ENG,La intención es deshacerse del 'hardware' y de las luces infrarrojas,elpais,https://elpais.com/tecnologia/2020-07-24/eyetracking-prevenir-contagios-solo-con-la-mirada.html,2020-07-24 00:00:00+00:00,portada,467,468
hardware,ENG,lo que se refiere al 'hardware'. Con la cuarta generación,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-23/xiaomi-mi-band-pulsera-actividad-fisica_2692784/,2020-07-23 00:00:00+00:00,tecnologia,479,480
hardware,ENG,lo que se refiere al 'hardware'. Es una evolución sutil,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-23/xiaomi-mi-band-pulsera-actividad-fisica_2692784/,2020-07-23 00:00:00+00:00,tecnologia,550,551
hardware,ENG,mantenido su compromiso con el ‘hardware’ y ofrece siempre las últimas,elconfidencial,https://www.elconfidencial.com/tecnologia/2020-07-21/moviles-china-smartphone-mejores-confinamiento_2676560/,2020-07-21 00:00:00+00:00,tecnologia,851,852
hardware,ENG,más destacada a nivel de hardware es la incorporación del nuevo,20minutos,https://www.20minutos.es/videojuegos/noticia/4164633/0/como-donde-probar-realidad-virtual/,2020-07-03 00:00:00+00:00,cultura,,
hardware,ENG,nuevo sistema de venta y 'hardware' a bordo de los autobuses,20minutos,https://www.20minutos.es/noticia/4339342/0/el-billete-sencillo-vuelve-a-los-buses-de-la-emt-con-una-nueva-app-y-transbordos-ilimitados-durante-una-hora/,2020-07-29 00:00:00+00:00,portada,315,316
hardware,ENG,otra se combinan de forma óptima hardware y software. Y una cosa,lavanguardia,https://www.lavanguardia.com/tecnologia/20200713/482201284190/todo-lo-que-cambia-con-apple-silicon.html,2020-07-13 00:00:00+00:00,tecnologia,930,931
hardware,ENG,permite la conexión entre diferentes dispositivos hardware. Pero Calero recuerda que,elpais,https://elpais.com/tecnologia/2020-07-11/cuanto-dioxido-de-carbono-se-emite-al-enviar-un-tuit-hacer-una-busqueda-o-ver-un-video-de-youtube.html,2020-07-11 00:00:00+00:00,portada,,
hardware,ENG,tomar medidas en cuanto al hardware para crear equipos más eficientes,elpais,https://elpais.com/tecnologia/2020-07-11/cuanto-dioxido-de-carbono-se-emite-al-enviar-un-tuit-hacer-una-busqueda-o-ver-un-video-de-youtube.html,2020-07-11 00:00:00+00:00,portada,,
hardware,ENG,X en el que este nuevo hardware dependa en exceso de títulos multiplataforma,lavanguardia,https://www.lavanguardia.com/videojuegos/20200724/482482654387/xbox-games-showcase-series-x-one-microsoft-estrategia-opinion.html,2020-07-24 00:00:00+00:00,tecnologia,890,891
harvesting effect,ENG,"efecto cosecha (harvesting effect, en inglés),",elconfidencial,https://www.elconfidencial.com/espana/2020-07-02/covid19-mortalidad-coronavirus-muertes_2664632/,2020-07-02 00:00:00+00:00,espana,,
hashtag #blacklivesmatter,ENG,"convirtiendo en grito de revuelta el hashtag #blacklivesmatter, en un tsunami los derribos",lavanguardia,https://www.lavanguardia.com/television/20200712/482244208461/the-new-york-times-libro-estilo-black-debate-racial.html,2020-07-12 00:00:00+00:00,television,,
hashtag #RTVEdetodosydenadie,ENG,"para protestar públicamente a través del hashtag #RTVEdetodosydenadie, como en los tiempos de",eldiario,https://vertele.eldiario.es/noticias/rtve-pep-vilar-nuevo-director-informativos-tve-cambios-territoriales_0_2247075271.html,2020-07-05 00:00:00+00:00,television,,
hashtag #RTVEdetodosydenadie,ENG,donde los trabajadores han movido el hashtag #RTVEdetodosydenadie. A este frase ha respondido,abc,https://www.abc.es/play/television/noticias/abci-enric-hernandez-responde-directores-territoriales-rtve-no-pertenece-gestores-trabajadores-202007031750_noticia.html,2020-07-03 00:00:00+00:00,television,,
hashtag #RTVEdetodosydenadie,ENG,se unen para protestar bajo el hashtag #RTVEdetodosydenadie · ADEMÁS | Enric Hernández,eldiario,https://vertele.eldiario.es/noticias/Todos-Los-Directores-Centros-Territoriales-TVE-Firman-Carta-Contra-Hernandez-Enric_0_2246175401.html,2020-07-02 00:00:00+00:00,television,,
hashtag #RTVEdetodosydenadie,ENG,se unen para protestar bajo el hashtag #RTVEdetodosydenadie. Después de la destitución de,eldiario,https://vertele.eldiario.es/noticias/trabajadores-periodistas-RTVE-hashtag-RTVEdetodosydenadie-protestas_0_2245875419.html,2020-07-01 00:00:00+00:00,television,,
hashtag,ENG,", criticada por homenajearle con el hashtag #bluelivesmatter La hija de uno",20minutos,https://www.20minutos.es/noticia/4322348/0/hija-policia-asesinado-criticada-hashtag/,2020-07-13 00:00:00+00:00,internacional,15,16
hashtag,ENG,", junto con el mensaje el hashtag Challenge Accepted  Las redes sociales",20minutos,https://www.20minutos.es/gonzoo/noticia/4338513/0/viraliza-redes-challenged-accepted-reto-publicar-foto-blanco-negro/,2020-07-28 00:00:00+00:00,estilo de vida,53,54
hashtag,ENG,", junto con el mensaje el hashtag Challenge Accepted, debido a una",20minutos,https://www.20minutos.es/gonzoo/noticia/4338513/0/viraliza-redes-challenged-accepted-reto-publicar-foto-blanco-negro/,2020-07-28 00:00:00+00:00,estilo de vida,85,86
hashtag,ENG,".  Ahora, el 'hashtag' #Modelos Con Ciática parodia las",lavanguardia,https://www.lavanguardia.com/opinion/20200722/482464183588/modelos-con-ciatica.html,2020-07-22 00:00:00+00:00,portada,315,316
hashtag,ENG,". Entretanto, en confrontación al hashtag que parece haber reorientado el caso",elmundo,https://www.elmundo.es/internacional/2020/07/16/5f101ccc21efa0e05d8b4580.html,2020-07-16 00:00:00+00:00,internacional,693,694
hashtag,ENG,"», dijo en relación al hashtag #FreeBritney, movimiento que iniciaron sus",abc,https://www.abc.es/estilo/gente/abci-madre-britney-spears-exige-convertirse-tutora-legal-cantante-202007151641_noticia.html,2020-07-15 00:00:00+00:00,estilo de vida,373,374
hashtag,ENG,"al equipo.. . Con el hashtag #ikercampeao, hinchas portugueses",20minutos,https://www.20minutos.es/deportes/noticia/4321456/0/aficionados-oporto-casillas-juegue-minuto-gane-liga/,2020-07-11 00:00:00+00:00,deporte,,
hashtag,ENG,"al equipo.. . Con el hashtag #ikercampeao, hinchas portugueses",efe,https://www.efe.com/efe/espana/deportes-redes-sociales/aficionados-quieren-que-casillas-juegue-un-minuto-y-sea-campeon-con-el-oporto/50001350-4294833?utm_source=wwwefecom&utm_medium=rss&utm_campaign=rss,2020-07-11 00:00:00+00:00,portada,,
hashtag,ENG,"compromiso de todos  Bajo el hashtag #juntosconlahostería, Coca-Cola en",lavanguardia,https://www.lavanguardia.com/comer/al-dia/20200722/27024/todas-cosas-hemos-hecho-terraza-bar-historia-fede.html,2020-07-22 00:00:00+00:00,portada,219,220
hashtag,ENG,"compromiso de todos  Bajo el hashtag #juntosconlahostería, Coca-Cola en",lavanguardia,https://www.lavanguardia.com/vida/20200716/482327831238/madrid-historia-terrazas-vida-cultural-coca-cola-brl.html,2020-07-16 00:00:00+00:00,salud,249,250
hashtag,ENG,"conocieron estos movimientos, bajo el hashtag #RTVEdetodosydenadie.. . Ignacio Marimón,",eldiario,https://vertele.eldiario.es/noticias/Todos-Los-Directores-Centros-Territoriales-TVE-Firman-Carta-Contra-Hernandez-Enric_0_2246175401.html,2020-07-02 00:00:00+00:00,television,,
hashtag,ENG,"día, mientras que el hashtag #ElsaRuizEstamosContigo ha conseguido aglutinar el",20minutos,https://www.20minutos.es/noticia/4316932/0/acusan-a-elsa-ruiz-de-misogina-a-raiz-de-unos-videos-de-su-pasado-para-ser-mujer-no-nos-tienes-nada-de-respeto/,2020-07-07 00:00:00+00:00,gente,,
hashtag,ENG,"dos días en los que el hashtag #no_ejecutéis, en persa, ha",elmundo,https://www.elmundo.es/internacional/2020/07/16/5f101ccc21efa0e05d8b4580.html,2020-07-16 00:00:00+00:00,internacional,125,126
hashtag,ENG,"dos días en los que el hashtag #no_ejecutéis, en persa, ha",elmundo,https://www.elmundo.es/internacional/2020/07/16/5f101ccc21efa0e05d8b4580.html,2020-07-16 00:00:00+00:00,internacional,33,34
hashtag,ENG,duros. También ha usado el hashtag #siemprefuerte.  “No sabes,lavanguardia,https://www.lavanguardia.com/gente/20200728/482570034443/dani-rovira-instagram-cancer-tratamiento-hospital.html,2020-07-28 00:00:00+00:00,gente,241,242
hashtag,ENG,"en redes sociales, con el hashtag #ProtegerLoPúblico, que incide en el",eldiario,https://www.eldiario.es/economia/Inspeccion-Trabajo-empresas-detectar-ERTE_0_1043946213.html,2020-07-01 00:00:00+00:00,economia,,
hashtag,ENG,"entre sus fans que recuperaban el hashtag #FreeBritney, ahora conocemos la última",20minutos,https://www.20minutos.es/noticia/4338363/0/britney-spears-vuelve-a-inquietar-a-sus-fans-tras-hacerse-tatuajes-de-henna-por-todo-el-cuerpo/,2020-07-28 00:00:00+00:00,gente,100,101
hashtag,ENG,"esas redes sociales bajo el 'hashtag' #NoSafePlaceForJewHate, que apela a",elpais,https://elpais.com/internacional/2020-07-27/polemica-en-el-reino-unido-por-declaraciones-antisemitas-en-redes-sociales.html,2020-07-27 00:00:00+00:00,portada,339,340
hashtag,ENG,"fotografía, donde aparece el 'hashtag ""' #dreamfest360"", Chenoa",20minutos,https://www.20minutos.es/noticia/4337013/0/el-desnudo-en-la-ducha-de-chenoa-que-ha-dejado-sin-palabras-a-rosa-lopez-estas-preciosa/,2020-07-27 00:00:00+00:00,gente,163,164
hashtag,ENG,"ha impulsado una campaña bajo el hashtag #HCQWorks, en el que lanza",20minutos,https://www.20minutos.es/noticia/4338691/0/quien-stella-immanuel-doctora-hidroxicloroquina-aliens-demonios-trump/,2020-07-29 00:00:00+00:00,internacional,692,693
hashtag,ENG,"han respaldado esa medida, los hashtag '#BoycottGoya' y '#goyaway",elmundo,https://www.elmundo.es/internacional/2020/07/15/5f0f4424fdddffae0b8b45b0.html,2020-07-15 00:00:00+00:00,portada,485,486
hashtag,ENG,"la casa, bajo el hashtag #RTVEdetodosydenadie. Salieron a expresar",elconfidencial,https://www.elconfidencial.com/espana/2020-07-03/jefes-informativos-rne-tve-protesta-enric-hernandez_2667903/,2020-07-03 00:00:00+00:00,espana,,
hashtag,ENG,la Organización Farmacéutica Colegial con el hashtag #SiempreDeGuardia.  (No Ratings,efe,https://www.efesalud.com/farmaceuticos-siempre-guardia-covid-19/,2020-07-21 00:00:00+00:00,salud,827,828
hashtag,ENG,"las redes sociales con el hashtag #RTVEdetodosydenadie, que compartieron en",elconfidencial,https://www.elconfidencial.com/espana/2020-07-02/rtve-directores-centros-territoriales-enric-hernandez_2666399/,2020-07-02 00:00:00+00:00,espana,,
hashtag,ENG,"las redes sociales con el mismo hashtag que ella había utilizado, pero",elconfidencial,https://www.elconfidencial.com/alma-corazon-vida/2020-07-31/reto-women-supporting-women-instagram_2701624/,2020-07-31 00:00:00+00:00,gente,290,291
hashtag,ENG,"las redes sociales, usando el hashtag #ForoABCSalud.",abc,https://www.abc.es/salud/abci-asiste-aqui-directo-foro-abc-salud-sobre-futuro-sanidad-publica-y-privada-tras-pandemia-202007021223_noticia.html,2020-07-02 00:00:00+00:00,salud,,
hashtag,ENG,"le recordaba el origen de ese hashtag y afirmaba que ""no debería",20minutos,https://www.20minutos.es/noticia/4322348/0/hija-policia-asesinado-criticada-hashtag/,2020-07-13 00:00:00+00:00,internacional,299,300
hashtag,ENG,"movido en las redes con el hashtag #joavuivaigalgrec, en pleno desconcierto sobre",lavanguardia,https://www.lavanguardia.com/cultura/20200720/482446481131/festival-grec-barcelona-pandemia-programacion.html,2020-07-20 00:00:00+00:00,portada,349,350
hashtag,ENG,mujeres se han unido bajo dicho hashtag para apoyarse mutuamente.  ',abc,https://www.abc.es/familia/mujeres/abci-challenge-accepted-reto-viral-solo-para-mujeres-202007281830_noticia.html,2020-07-28 00:00:00+00:00,estilo de vida,193,194
hashtag,ENG,"para hacer de #LuimeliaValientes, el hashtag con el que se comentaba la",eldiario,https://vertele.eldiario.es/noticias/Amar-Es-Para-Siempre-Decepcion-Beso-Publico-Luimelia-Coronavirus_0_2245275494.html,2020-07-01 00:00:00+00:00,television,,
hashtag,ENG,"que, a través del hashtag #RTVEdeTodosyDeNadie, buena parte de",20minutos,https://www.20minutos.es/noticia/4313527/0/mateo-estudia-fulminar-los-historicos-parlamento-y-europa-de-la-parrilla-de-tve/,2020-07-06 00:00:00+00:00,espana,,
